PRIMARIO,FUERA DE SERVICIO,REPOSICION,TIPO DE EVENTO,ESTADO DEL CLIMA,OBSERVACION,BARRIOS
BMO1,28/03/2020 08:34,28/03/2020 10:49,Accidental,Normal,"Línea MT suelta F2. Ibañez Rojas e/ Tuyuti y A.Caballero.","Itay, San Jorge."
BPA10,10/03/2020 14:24,10/03/2020 15:22,Accidental,Normal,"Ramas sobre Línea MT. Avda. Mcal. López c/ CerroPorteño.","Luis Alberto de Herrera, San Cristobal,Santa María."
BPA10,13/03/2020 14:26,13/03/2020 14:31,Programado,Normal,"Abierto interruptor para efectuar maniobras, alivio decarga del BPA 10.","Luis Alberto de Herrera, San Cristobal,Santa María."
BPA4,18/03/2020 19:24,Recierre,Accidental,Adverso,Condiciones climáticas adversas.,"Luis Alberto de Herrera, San Cristobal,Santa María."
BPA4,19/03/2020 10:07,19/03/2020 10:22,Accidental,Normal,No establecido.,"Luis Alberto de Herrera, San Cristobal,Santa María."
BPA5,8/03/2020 09:45,Recierre,Accidental,Normal,No establecido.,"San Cristobal, Recoleta."
BPA5,28/03/2020 11:05,28/03/2020 12:26,Accidental,Normal,No establecido.,"San Cristobal, Recoleta."
CEN3,13/03/2020 10:17,13/03/2020 10:21,Producción,Normal,Cambio de Fuente.,"La Catedral, La Encarnación."
CEN3,27/03/2020 03:05,27/03/2020 03:07,Producción,Normal,Cambio de Fuente CH-YAC/CH-IPU.,"La Catedral, La Encarnación."
CEN4,13/03/2020 10:17,13/03/2020 10:21,Producción,Normal,Cambio de Fuente.,La Encarnación.
CEN4,21/03/2020 10:24,21/03/2020 10:30,Accidental,Normal,No establecido.,La Encarnación.
CEN4,27/03/2020 03:05,27/03/2020 03:07,Producción,Normal,Cambio de Fuente CH-YAC/CH-IPU.,La Encarnación.
CEN6,13/03/2020 10:17,13/03/2020 10:21,Producción,Normal,Cambio de Fuente.,"La Encarnación, La Catedral."
CEN6,27/03/2020 03:05,27/03/2020 03:07,Producción,Normal,Cambio de Fuente CH-YAC/CH-IPU.,"La Encarnación, La Catedral."
FDM3,5/03/2020 20:42,5/03/2020 20:44,Accidental,Normal,Al efectuar maniobras.,San Pablo.
FDM3,18/03/2020 09:12,18/03/2020 10:18,Accidental,Adverso,Condiciones climáticas adversas.,San Pablo.
GDI1,13/03/2020 10:17,13/03/2020 10:21,Producción,Normal,Cambio de Fuente.,"Gral. J. E Diaz, Obrero."
GDI1,27/03/2020 03:05,27/03/2020 03:07,Producción,Normal,Cambio de Fuente CH-YAC/CH-IPU.,"Gral. J. E Diaz, Obrero."
GDI2,13/03/2020 10:17,13/03/2020 10:21,Producción,Normal,Cambio de Fuente.,"Gral. J. E Diaz, Obrero."
GDI2,27/03/2020 03:05,27/03/2020 03:07,Producción,Normal,Cambio de Fuente CH-YAC/CH-IPU.,"Gral. J. E Diaz, Obrero."
GDI3,7/03/2020 16:38,7/03/2020 17:05,Accidental,Normal,No establecido.,Gral. J. E Diaz.
GDI3,9/03/2020 19:50,9/03/2020 20:32,Accidental,Normal,No establecido.,Gral. J. E Diaz.
GDI3,9/03/2020 20:55,9/03/2020 20:57,Accidental,Normal,"Línea MT Subterránea averiada. Tramo PD PS146 aPD PS147.",Gral. J. E Diaz.
GDI3,13/03/2020 10:17,13/03/2020 10:21,Producción,Normal,Cambio de Fuente.,Gral. J. E Diaz.
GDI3,27/03/2020 03:05,27/03/2020 03:07,Producción,Normal,Cambio de Fuente CH-YAC/CH-IPU.,Gral. J. E Diaz.
GDI4,4/03/2020 14:06,Recierre,Accidental,Normal,No establecido.,"Obrero, Dr. Roberto L. Petit, BañadoTacumbu."
GDI4,10/03/2020 23:15,10/03/2020 23:53,Accidental,Normal,No establecido.,"Obrero, Dr. Roberto L. Petit, BañadoTacumbu."
GDI4,13/03/2020 10:17,13/03/2020 10:21,Producción,Normal,Cambio de Fuente.,"Obrero, Dr. Roberto L. Petit, BañadoTacumbu."
GDI4,27/03/2020 03:05,27/03/2020 03:07,Producción,Normal,Cambio de Fuente CH-YAC/CH-IPU.,"Obrero, Dr. Roberto L. Petit, BañadoTacumbu."
LAM10,7/03/2020 08:24,7/03/2020 08:40,Accidental,Normal,Al efectuar maniobras. Corte N° 350.,Terminal.
LAM10,7/03/2020 08:51,7/03/2020 09:33,Accidental,Normal,Al efectuar maniobras.,Terminal.
LAM10,7/03/2020 10:30,7/03/2020 16:46,Accidental,Normal,"Línea MT Suelta F1-F2, Cruceta MT rota enYvyrapyta y Vencedores del chaco.",Terminal.
LAM22,22/03/2020 18:19,22/03/2020 18:22,Programado,Normal,"Abierto interruptor para efectuar reposición deseccionador fusible en forma directa. Núñez deBalboa c/ San Marcos.","Hipódromo, Terminal."
LAM23,8/03/2020 07:23,8/03/2020 07:43,Accidental,Normal,"Ave en contacto con Línea MT. Nuñez de Balboa yMaskoi.",Mburicao.
LAM23,16/03/2020 06:55,16/03/2020 07:35,Accidental,Normal,"Avería interna en PD exclusivo. Guarania c/ EliseoPeralta.",Mburicao.
LAM23,18/03/2020 13:29,18/03/2020 14:38,Accidental,Adverso,"Pájaro en contacto con línea MT. Núñez de Balboa yRca. Argentina.",Mburicao.
LAM3,13/03/2020 09:16,13/03/2020 09:53,Accidental,Normal,"Línea MT en contacto con brazo de AP.Universitarios Lambareños y Juan de Salazar.",Vista Alegre.
LAM5,4/03/2020 13:35,4/03/2020 13:45,Accidental,Normal,No establecido.,"Santa Librada, Itá Enramada, Pirizal."
LAM5,24/03/2020 12:39,24/03/2020 13:08,Accidental,Normal,Rama sobre línea MT. Santa Fe y Porvenir.,"Santa Librada, Itá Enramada, Pirizal."
LAM7,2/03/2020 00:41,2/03/2020 01:36,Accidental,Normal,No establecido.,"Vista Alegre, Pinoza."
MBU4,5/03/2020 09:55,5/03/2020 10:16,Accidental,Normal,No establecido.,"Mocayaty, Loma Pyta, Ñu Guasu,Mburucuyá."
MBU4,6/03/2020 07:36,6/03/2020 07:41,Accidental,Normal,"Abierto Interruptor, para efectuar reparación. Avda.Ñu Guazú.","Mocayaty, Loma Pyta, Ñu Guasu,Mburucuyá."
MBU4,18/03/2020 09:35,18/03/2020 10:41,Accidental,Adverso,Condiciones climáticas adversas.,"Mocayaty, Loma Pyta, Ñu Guasu,Mburucuyá."
MBU4,18/03/2020 19:37,Recierre,Accidental,Adverso,Condiciones climáticas adversas.,"Mocayaty, Loma Pyta, Ñu Guasu,Mburucuyá."
MBU4,19/03/2020 10:17,19/03/2020 10:41,Accidental,Normal,No establecido.,"Mocayaty, Loma Pyta, Ñu Guasu,Mburucuyá."
MBU4,19/03/2020 11:58,Recierre,Accidental,Normal,No establecido.,"Mocayaty, Loma Pyta, Ñu Guasu,Mburucuyá."
MBU4,19/03/2020 11:59,19/03/2020 12:38,Accidental,Normal,"Puente MT suelto y descargador averiado. Autopista,frente al Garden Club.","Mocayaty, Loma Pyta, Ñu Guasu,Mburucuyá."
MBU5,12/03/2020 22:32,12/03/2020 23:33,Accidental,Normal,Transformador averiado. Rio Pilcomayo y Cap. Rivas.,"Santísima Trinidad, Madame Lych,Mbocayty, Ñu Guasu, Salvador del Mundo,Mburucuyá."
MBU5,14/03/2020 09:57,14/03/2020 10:44,Accidental,Normal,"Cruceta MT rota. Auditores de la Guerra y PrimerPresidente.","Santísima Trinidad, Madame Lych,Mbocayty, Ñu Guasu, Salvador del Mundo,Mburucuyá."
MBU7,14/03/2020 00:26,Recierre,Accidental,Normal,No establecido.,"Virgen de la Asunción, Cañada Ybyray."
MRA1,12/03/2020 05:12,12/03/2020 05:52,Accidental,Normal,No establecido.,"Loma Pyta, Zeballos Cué, San Blas."
PBO17,10/03/2020 15:43,10/03/2020 16:37,Accidental,Normal,"Tramo subterráneo averiado. Primer Presidente yTranschaco.","Salvador del Mundo, Mbocayaty, SantaRosa, Santisima Trinidad."
PBO20,6/03/2020 21:29,6/03/2020 22:02,Accidental,Normal,No establecido.,Botánico.
PBO20,6/03/2020 22:20,6/03/2020 22:52,Accidental,Normal,Desperfecto interno. Puerto Unión.,Botánico.
PBO21,13/03/2020 14:59,13/03/2020 15:21,Accidental,Normal,No establecido.,Zeballos Cué.
PCA1,13/03/2020 08:57,13/03/2020 11:03,Accidental,Normal,Incendio en el PD SM253.,"San Roque, La Catedral."
PCA11,10/03/2020 22:58,10/03/2020 23:24,Accidental,Normal,"Abierto Interruptor, para efectuar reparación dePuente MT suelto F2. Mompox y Playa.","Ricardo Brugada, San Felipe."
PCA6,29/03/2020 21:25,29/03/2020 22:11,Accidental,Normal,"Seccionador averiado. Tramo PD CE51 a PE FeriaAsunción.",La Catedral.
PCA6,29/03/2020 23:29,29/03/2020 23:42,Accidental,Normal,Al efectuar maniobras.,La Catedral.
PCA8,1/03/2020 14:12,1/03/2020 15:33,Programado,Normal,Corte programado DD/MLD/014/20.,"Banco San Miguel, Tablada Nueva, Jara."
PCA8,8/03/2020 14:26,8/03/2020 16:20,Programado,Normal,Corte programado DD/MLD/022/20.,"Banco San Miguel, Tablada Nueva, Jara."
