PRIMARIO,FUERA DE SERVICIO,REPOSICION,TIPO DE EVENTO,ESTADO DEL CLIMA,OBSERVACION,BARRIOS
PSA11,2/03/2020 13:47,2/03/2020 14:27,Accidental,Normal,"Ocasionado por terceros. Contratista Saguan al tratarde normalizar OT N° 43/2020. Cnel. Lirio y Tte.Pratts.","Bañado Tacumbu, Sajonia."
PSA11,13/03/2020 10:17,13/03/2020 10:21,Producción,Normal,Cambio de Fuente.,"Bañado Tacumbu, Sajonia."
PSA11,19/03/2020 16:34,19/03/2020 16:56,Accidental,Normal,No establecido.,"Bañado Tacumbu, Sajonia."
PSA11,19/03/2020 18:10,19/03/2020 19:02,Programado,Normal,"Abierto interruptor para efectuar cambio de crucetaMT rota y reparación de puente MT suelto F1-2.Acometida a la Armada Nacional.","Bañado Tacumbu, Sajonia."
PSA11,25/03/2020 09:30,25/03/2020 09:44,Programado,Normal,"Abiero interruptor para efectuar reparación de puenteMT suelto. Cap. Gwynn c/ Nuflo de Chávez.","Bañado Tacumbu, Sajonia."
PSA11,27/03/2020 03:05,27/03/2020 03:07,Producción,Normal,Cambio de Fuente CH-YAC/CH-IPU.,"Bañado Tacumbu, Sajonia."
PSA12,7/03/2020 23:10,7/03/2020 23:12,Accidental,Normal,"Abierto Interruptor, para efectuar reposición de SF.5ta. y México.",Carlos A. López.
PSA12,9/03/2020 23:47,10/03/2020 00:12,Accidental,Normal,No establecido.,Carlos A. López.
PSA12,10/03/2020 01:00,10/03/2020 01:02,Accidental,Normal,Al efectuar maniobras.,Carlos A. López.
PSA12,10/03/2020 01:12,10/03/2020 01:14,Accidental,Normal,"Línea MT Suelta en Cap. Gwynn y Gobernador Irala.Cap. Gwynn y Diaz de Guzmán.",Carlos A. López.
PSA12,10/03/2020 02:25,10/03/2020 03:10,Accidental,Normal,"Abierto Interruptor, para efectuar reparación de LíneaMT Suelta.",Carlos A. López.
PSA12,13/03/2020 10:17,13/03/2020 10:21,Producción,Normal,Cambio de Fuente.,Carlos A. López.
PSA12,27/03/2020 03:05,27/03/2020 03:07,Producción,Normal,Cambio de Fuente CH-YAC/CH-IPU.,Carlos A. López.
PSA3,13/03/2020 10:17,13/03/2020 10:21,Producción,Normal,Cambio de Fuente.,"San Antonio, Dr. Gaspar R. de Francia."
PSA3,27/03/2020 03:05,27/03/2020 03:07,Producción,Normal,Cambio de Fuente CH-YAC/CH-IPU.,"San Antonio, Dr. Gaspar R. de Francia."
PSA4,10/03/2020 04:10,10/03/2020 04:17,Accidental,Normal,No establecido.,"Ita Pyta Punta,."
PSA4,10/03/2020 19:40,10/03/2020 20:00,Accidental,Normal,Pérdida de aislación. PE VENDOME.,"Ita Pyta Punta,."
PSA4,11/03/2020 16:54,11/03/2020 17:17,Accidental,Normal,Fusible operado. Palacio de Gobierno.,"Ita Pyta Punta,."
PSA4,11/03/2020 18:45,11/03/2020 19:17,Accidental,Normal,Fusible operado. Palacio de Gobierno.,"Ita Pyta Punta,."
PSA4,13/03/2020 10:17,13/03/2020 10:21,Producción,Normal,Cambio de Fuente.,"Ita Pyta Punta,."
PSA4,27/03/2020 03:05,27/03/2020 03:07,Producción,Normal,Cambio de Fuente CH-YAC/CH-IPU.,"Ita Pyta Punta,."
PSA5,13/03/2020 10:17,13/03/2020 10:21,Producción,Normal,Cambio de Fuente.,"La Encarnación, San Antonio, Ita PytaPunta, Dr. Gaspar R. de Francia."
PSA5,21/03/2020 10:30,21/03/2020 10:33,Accidental,Normal,Al efectuar maniobras.,"La Encarnación, San Antonio, Ita PytaPunta, Dr. Gaspar R. de Francia."
PSA5,21/03/2020 10:59,21/03/2020 11:08,Accidental,Normal,"Desperfecto interno. PE AGPAR, Hernandarias e/Humaitá y Haedo.","La Encarnación, San Antonio, Ita PytaPunta, Dr. Gaspar R. de Francia."
PSA5,21/03/2020 11:45,21/03/2020 11:48,Accidental,Normal,Al efectuar maniobras.,"La Encarnación, San Antonio, Ita PytaPunta, Dr. Gaspar R. de Francia."
PSA5,27/03/2020 03:05,27/03/2020 03:07,Producción,Normal,Cambio de Fuente CH-YAC/CH-IPU.,"La Encarnación, San Antonio, Ita PytaPunta, Dr. Gaspar R. de Francia."
PSA5,28/03/2020 01:02,28/03/2020 01:18,Accidental,Normal,No establecido.,"La Encarnación, San Antonio, Ita PytaPunta, Dr. Gaspar R. de Francia."
PSA6,13/03/2020 10:17,13/03/2020 10:21,Producción,Normal,Cambio de Fuente.,"San Antonio, Ita Pyta Punta, Dr. GasparRodriguez de Francia."
PSA6,15/03/2020 16:40,15/03/2020 16:43,Accidental,Normal,Al efectuar maniobras.,"San Antonio, Ita Pyta Punta, Dr. GasparRodriguez de Francia."
PSA6,19/03/2020 03:46,19/03/2020 04:50,Accidental,Normal,"Línea MT en cortocircuito. De Las Llanas c/ Río deLa Plata.","San Antonio, Ita Pyta Punta, Dr. GasparRodriguez de Francia."
PSA6,27/03/2020 03:05,27/03/2020 03:07,Producción,Normal,Cambio de Fuente CH-YAC/CH-IPU.,"San Antonio, Ita Pyta Punta, Dr. GasparRodriguez de Francia."
PSA7,7/03/2020 08:24,7/03/2020 09:45,Accidental,Normal,No establecido.,"Bañado Tacumbu, Carlos. A. López."
PSA7,13/03/2020 10:17,13/03/2020 10:21,Producción,Normal,Cambio de Fuente.,"Bañado Tacumbu, Carlos. A. López."
PSA7,18/03/2020 19:05,18/03/2020 19:17,Accidental,Adverso,Condiciones climáticas adversas.,"Bañado Tacumbu, Carlos. A. López."
PSA7,27/03/2020 03:05,27/03/2020 03:07,Producción,Normal,Cambio de Fuente CH-YAC/CH-IPU.,"Bañado Tacumbu, Carlos. A. López."
PSA8,13/03/2020 10:17,13/03/2020 10:21,Producción,Normal,Cambio de Fuente.,San Antonio.
PSA8,27/03/2020 03:05,27/03/2020 03:07,Producción,Normal,Cambio de Fuente CH-YAC/CH-IPU.,San Antonio.
PSA9,13/03/2020 10:17,13/03/2020 10:21,Producción,Normal,Cambio de Fuente.,Carlos A. López.
PSA9,27/03/2020 03:05,27/03/2020 03:07,Producción,Normal,Cambio de Fuente CH-YAC/CH-IPU.,Carlos A. López.
REP4,11/03/2020 14:00,11/03/2020 14:52,Accidental,Normal,Con carga de REP6.,Hipódromo.
REP4,11/03/2020 15:07,11/03/2020 15:22,Accidental,Normal,No establecido.,Hipódromo.
REP4,19/03/2020 18:11,19/03/2020 18:48,Accidental,Normal,"Pájaro en contacto con línea MT y sostén. Curupaytyy Encarnación.",Hipódromo.
REP5,13/03/2020 12:00,13/03/2020 12:02,Producción,Normal,"Abierto interruptor por alivio de carga del TR-0266/23kV, a pedido de CORM.","Tte. Silvio Petirosi, San Vicente, Pinoza."
REP5,23/03/2020 04:44,23/03/2020 05:42,Accidental,Normal,"Tramo subterráneo averiado. PD SM276 al PESENEPA.","Tte. Silvio Petirosi, San Vicente, Pinoza."
REP5,23/03/2020 07:54,23/03/2020 08:00,Accidental,Normal,Al efectuar maniobras.,"Tte. Silvio Petirosi, San Vicente, Pinoza."
REP9,1/03/2020 17:15,Recierre,Accidental,Normal,No establecido.,Tte. Silvio Petirosi.
SMI5,18/03/2020 19:13,18/03/2020 20:25,Accidental,Adverso,Condiciones climáticas adversas.,"Las Mercedes, Ciudad Nueva."
SMI5,18/03/2020 20:27,18/03/2020 20:30,Accidental,Adverso,Al efectuar maniobras.,"Las Mercedes, Ciudad Nueva."
SMI5,19/03/2020 10:30,19/03/2020 10:34,Programado,Normal,"Abierto interruptor para efectuar cambio detransformador averiado, seccionador fusible averiadoy reparación de puente MT suelto. Predio de la SedeCentral ANDE.","Las Mercedes, Ciudad Nueva."
SMI5,19/03/2020 11:23,19/03/2020 11:47,Programado,Normal,"Abierto interruptor para efectuar cierre del 51480, poravería anterior.","Las Mercedes, Ciudad Nueva."
VAU10,27/03/2020 16:35,Recierre,Accidental,Normal,No establecido.,"Mcal. Estigarribia, Recoleta."
VAU14,28/03/2020 11:40,Recierre,Accidental,Normal,No establecido.,"Villa Aurelia, Los Laureles, Hiódromo."
VAU3,18/03/2020 08:56,18/03/2020 10:23,Accidental,Adverso,"Aislador averiado y cruceta MT rota. Cap. VonSastrow c/ Dr. San Martín.","Villa Aurelia, San Pablo."
VAU6,4/03/2020 16:16,4/03/2020 16:18,Accidental,Normal,"Abierto Interruptor, para efectuar reparación dePuente MT Suelto F1 en el  SLT N° 54075.",Mcal. Estigarribia.
VAU6,13/03/2020 14:08,13/03/2020 14:24,Programado,Normal,"Abierto interruptor para efectuar maniobras, alivio decarga del VAU 6.",Mcal. Estigarribia.
