PRIMARIO,FUERA DE SERVICIO,REPOSICION,TIPO DE EVENTO,ESTADO DEL CLIMA,OBSERVACION,BARRIO,DURACION,DURACION SEGS
BCP2,13/06/2020 05:24,13/06/2020 05:45,Accidental,Adverso,Condiciones Climáticas Adversas.,Bella Vista,0 days 00:21:00,1260
BCP2,13/06/2020 05:24,13/06/2020 05:45,Accidental,Adverso,Condiciones Climáticas Adversas.,Santo Domingo,0 days 00:21:00,1260
BCP2,13/06/2020 05:24,13/06/2020 05:45,Accidental,Adverso,Condiciones Climáticas Adversas.,Manorá,0 days 00:21:00,1260
BCP2,24/06/2020 11:47,24/06/2020 12:11,Producción,Normal,Fuera de Servicio LT PBO-SMI 66kV. Ocasionado
por terceros.  Accidentado de una Empresa
contratista.,Bella Vista,0 days 00:24:00,1440
BCP2,24/06/2020 11:47,24/06/2020 12:11,Producción,Normal,Fuera de Servicio LT PBO-SMI 66kV. Ocasionado
por terceros.  Accidentado de una Empresa
contratista.,Santo Domingo,0 days 00:24:00,1440
BCP2,24/06/2020 11:47,24/06/2020 12:11,Producción,Normal,Fuera de Servicio LT PBO-SMI 66kV. Ocasionado
por terceros.  Accidentado de una Empresa
contratista.,Manorá,0 days 00:24:00,1440
BCP3,24/06/2020 11:47,24/06/2020 12:11,Producción,Normal,Fuera de Servicio LT PBO-SMI 66kV. Ocasionado
por terceros.  Accidentado de una Empresa
contratista.,Las Carmelitas,0 days 00:24:00,1440
BCP3,24/06/2020 11:47,24/06/2020 12:11,Producción,Normal,Fuera de Servicio LT PBO-SMI 66kV. Ocasionado
por terceros.  Accidentado de una Empresa
contratista.,Villa Morra,0 days 00:24:00,1440
BCP3,24/06/2020 11:47,24/06/2020 12:11,Producción,Normal,Fuera de Servicio LT PBO-SMI 66kV. Ocasionado
por terceros.  Accidentado de una Empresa
contratista.,Manorá,0 days 00:24:00,1440
BCP3,27/06/2020 23:34,27/06/2020 23:37,Programado,Normal,Abierto interruptor para efectuar maniobras.,Las Carmelitas,0 days 00:03:00,180
BCP3,27/06/2020 23:34,27/06/2020 23:37,Programado,Normal,Abierto interruptor para efectuar maniobras.,Villa Morra,0 days 00:03:00,180
BCP3,27/06/2020 23:34,27/06/2020 23:37,Programado,Normal,Abierto interruptor para efectuar maniobras.,Manorá,0 days 00:03:00,180
BMO2,21/06/2020 08:21,21/06/2020 10:21,Accidental,Normal,No establecido.,Itay,0 days 02:00:00,7200
BPA10,15/06/2020 12:38,15/06/2020 12:57,Accidental,Normal,Choque por columna MT. Mcal. López e/ N. Torales y
Alas Paraguayas.,Luis Alberto de Herrera,0 days 00:19:00,1140
BPA10,15/06/2020 12:38,15/06/2020 12:57,Accidental,Normal,Choque por columna MT. Mcal. López e/ N. Torales y
Alas Paraguayas.,San Cristóbal,0 days 00:19:00,1140
BPA10,15/06/2020 12:38,15/06/2020 12:57,Accidental,Normal,Choque por columna MT. Mcal. López e/ N. Torales y
Alas Paraguayas.,Santa María,0 days 00:19:00,1140
BPA10,15/06/2020 14:49,15/06/2020 15:32,Accidental,Normal,"Seccionador averiado, descargador averiado. Guido
Spano y N. Torales.",Luis Alberto de Herrera,0 days 00:43:00,2580
BPA10,15/06/2020 14:49,15/06/2020 15:32,Accidental,Normal,"Seccionador averiado, descargador averiado. Guido
Spano y N. Torales.",San Cristóbal,0 days 00:43:00,2580
