,PRIMARIO,FUERA DE SERVICIO,REPOSICION,TIPO DE EVENTO,ESTADO DEL CLIMA,OBSERVACION,BARRIO,DURACION,DURACION SEGS
0,MRA1,15/11/2020 11:23,15/11/2020 11:26,Accidental,Adverso,Línea MT suelta. Frente a la Rural. En ServicioParcial.,Loma Pyta,0 days 00:03:00,180
1,MRA1,15/11/2020 11:23,15/11/2020 11:26,Accidental,Adverso,Línea MT suelta. Frente a la Rural. En ServicioParcial.,Zeballos Cué,0 days 00:03:00,180
2,MRA1,15/11/2020 11:23,15/11/2020 11:26,Accidental,Adverso,Línea MT suelta. Frente a la Rural. En ServicioParcial.,San Blas,0 days 00:03:00,180
0,MRA1,15/11/2020 11:54,15/11/2020 11:57,Accidental,Adverso,Al efectuar maniobras. En Servicio Parcial.,Loma Pyta,0 days 00:03:00,180
1,MRA1,15/11/2020 11:54,15/11/2020 11:57,Accidental,Adverso,Al efectuar maniobras. En Servicio Parcial.,Zeballos Cué,0 days 00:03:00,180
2,MRA1,15/11/2020 11:54,15/11/2020 11:57,Accidental,Adverso,Al efectuar maniobras. En Servicio Parcial.,San Blas,0 days 00:03:00,180
0,MRA1,15/11/2020 19:03,15/11/2020 19:06,Accidental,Adverso,Al efectuar maniobras. En Servicio Parcial. 21:01 hsEn Servicio Total.,Loma Pyta,0 days 00:03:00,180
1,MRA1,15/11/2020 19:03,15/11/2020 19:06,Accidental,Adverso,Al efectuar maniobras. En Servicio Parcial. 21:01 hsEn Servicio Total.,Zeballos Cué,0 days 00:03:00,180
2,MRA1,15/11/2020 19:03,15/11/2020 19:06,Accidental,Adverso,Al efectuar maniobras. En Servicio Parcial. 21:01 hsEn Servicio Total.,San Blas,0 days 00:03:00,180
0,MRA1,22/11/2020 07:42,22/11/2020 10:00,Accidental,Normal,Al efectuar maniobras. PEDIDO DE CORTE N°1644/1645-2020.,Loma Pyta,0 days 02:18:00,8280
1,MRA1,22/11/2020 07:42,22/11/2020 10:00,Accidental,Normal,Al efectuar maniobras. PEDIDO DE CORTE N°1644/1645-2020.,Zeballos Cué,0 days 02:18:00,8280
2,MRA1,22/11/2020 07:42,22/11/2020 10:00,Accidental,Normal,Al efectuar maniobras. PEDIDO DE CORTE N°1644/1645-2020.,San Blas,0 days 02:18:00,8280
0,MRA1,26/11/2020 14:53,26/11/2020 15:01,Accidental,Adverso,Condiciones Climáticas Adversas.,Loma Pyta,0 days 00:08:00,480
1,MRA1,26/11/2020 14:53,26/11/2020 15:01,Accidental,Adverso,Condiciones Climáticas Adversas.,Zeballos Cué,0 days 00:08:00,480
2,MRA1,26/11/2020 14:53,26/11/2020 15:01,Accidental,Adverso,Condiciones Climáticas Adversas.,San Blas,0 days 00:08:00,480
0,MRA1,30/11/2020 02:27,30/11/2020 03:13,Accidental,Normal,No establecido.,Loma Pyta,0 days 00:46:00,2760
1,MRA1,30/11/2020 02:27,30/11/2020 03:13,Accidental,Normal,No establecido.,Zeballos Cué,0 days 00:46:00,2760
2,MRA1,30/11/2020 02:27,30/11/2020 03:13,Accidental,Normal,No establecido.,San Blas,0 days 00:46:00,2760
0,MRA11,22/11/2020 07:42,22/11/2020 08:19,Accidental,Normal,Al efectuar maniobras. PEDIDO DE CORTE N°1644/1645-2020.,Loma Pyta,0 days 00:37:00,2220
0,PBO1,14/11/2020 21:00,14/11/2020 23:17,Accidental,Adverso,Condiciones Climaticas Adversas,Santa Rosa,0 days 02:17:00,8220
1,PBO1,14/11/2020 21:00,14/11/2020 23:17,Accidental,Adverso,Condiciones Climaticas Adversas,Virgen de la Asunción,0 days 02:17:00,8220
2,PBO1,14/11/2020 21:00,14/11/2020 23:17,Accidental,Adverso,Condiciones Climaticas Adversas,Cañada Ybyray,0 days 02:17:00,8220
3,PBO1,14/11/2020 21:00,14/11/2020 23:17,Accidental,Adverso,Condiciones Climaticas Adversas,Zeballos Cué,0 days 02:17:00,8220
4,PBO1,14/11/2020 21:00,14/11/2020 23:17,Accidental,Adverso,Condiciones Climaticas Adversas,Bañado Cará Cará,0 days 02:17:00,8220
0,PBO1,26/11/2020 07:52,26/11/2020 11:12,Accidental,Adverso,Condiciones Climáticas Adversas.,Santa Rosa,0 days 03:20:00,12000
1,PBO1,26/11/2020 07:52,26/11/2020 11:12,Accidental,Adverso,Condiciones Climáticas Adversas.,Virgen de la Asunción,0 days 03:20:00,12000
2,PBO1,26/11/2020 07:52,26/11/2020 11:12,Accidental,Adverso,Condiciones Climáticas Adversas.,Cañada Ybyray,0 days 03:20:00,12000
3,PBO1,26/11/2020 07:52,26/11/2020 11:12,Accidental,Adverso,Condiciones Climáticas Adversas.,Zeballos Cué,0 days 03:20:00,12000
4,PBO1,26/11/2020 07:52,26/11/2020 11:12,Accidental,Adverso,Condiciones Climáticas Adversas.,Bañado Cará Cará,0 days 03:20:00,12000
0,PBO10,9/11/2020 02:48,9/11/2020 04:35,Accidental,Normal,Ramas sobre línea en el Primer tramo. McalEstigarribia c/ Epopeya Nacional,Bañado Cará Cará,0 days 01:47:00,6420
1,PBO10,9/11/2020 02:48,9/11/2020 04:35,Accidental,Normal,Ramas sobre línea en el Primer tramo. McalEstigarribia c/ Epopeya Nacional,Botánico,0 days 01:47:00,6420
2,PBO10,9/11/2020 02:48,9/11/2020 04:35,Accidental,Normal,Ramas sobre línea en el Primer tramo. McalEstigarribia c/ Epopeya Nacional,Santa Rosa,0 days 01:47:00,6420
0,PBO10,14/11/2020 21:10,16/11/2020 02:44,Accidental,Adverso,Condiciones Climáticas Adversas.,Bañado Cará Cará,1 days 05:34:00,20040
1,PBO10,14/11/2020 21:10,16/11/2020 02:44,Accidental,Adverso,Condiciones Climáticas Adversas.,Botánico,1 days 05:34:00,20040
2,PBO10,14/11/2020 21:10,16/11/2020 02:44,Accidental,Adverso,Condiciones Climáticas Adversas.,Santa Rosa,1 days 05:34:00,20040
0,PBO10,18/11/2020 04:36,18/11/2020 04:38,Accidental,Normal,Al efectuar maniobras.,Bañado Cará Cará,0 days 00:02:00,120
1,PBO10,18/11/2020 04:36,18/11/2020 04:38,Accidental,Normal,Al efectuar maniobras.,Botánico,0 days 00:02:00,120
2,PBO10,18/11/2020 04:36,18/11/2020 04:38,Accidental,Normal,Al efectuar maniobras.,Santa Rosa,0 days 00:02:00,120
0,PBO10,18/11/2020 05:18,18/11/2020 05:20,Accidental,Normal,Al efectuar maniobras.,Bañado Cará Cará,0 days 00:02:00,120
1,PBO10,18/11/2020 05:18,18/11/2020 05:20,Accidental,Normal,Al efectuar maniobras.,Botánico,0 days 00:02:00,120
2,PBO10,18/11/2020 05:18,18/11/2020 05:20,Accidental,Normal,Al efectuar maniobras.,Santa Rosa,0 days 00:02:00,120
0,PBO10,26/11/2020 06:25,26/11/2020 15:36,Accidental,Adverso,Línea desprendida del aislador. Sobre Mcal.Estigarribia. Detrás de la Estación.,Bañado Cará Cará,0 days 09:11:00,33060
1,PBO10,26/11/2020 06:25,26/11/2020 15:36,Accidental,Adverso,Línea desprendida del aislador. Sobre Mcal.Estigarribia. Detrás de la Estación.,Botánico,0 days 09:11:00,33060
2,PBO10,26/11/2020 06:25,26/11/2020 15:36,Accidental,Adverso,Línea desprendida del aislador. Sobre Mcal.Estigarribia. Detrás de la Estación.,Santa Rosa,0 days 09:11:00,33060
0,PBO10,27/11/2020 13:34,27/11/2020 13:38,Accidental,Adverso,Abierto interruptor para efectuar reposición dederivación en forma directa. Cnel. Bóveda y E.Nacional.,Bañado Cará Cará,0 days 00:04:00,240
1,PBO10,27/11/2020 13:34,27/11/2020 13:38,Accidental,Adverso,Abierto interruptor para efectuar reposición dederivación en forma directa. Cnel. Bóveda y E.Nacional.,Botánico,0 days 00:04:00,240
2,PBO10,27/11/2020 13:34,27/11/2020 13:38,Accidental,Adverso,Abierto interruptor para efectuar reposición dederivación en forma directa. Cnel. Bóveda y E.Nacional.,Santa Rosa,0 days 00:04:00,240
0,PBO10,29/11/2020 23:59,30/11/2020 00:38,Accidental,Normal,No establecido.,Bañado Cará Cará,0 days 00:39:00,2340
1,PBO10,29/11/2020 23:59,30/11/2020 00:38,Accidental,Normal,No establecido.,Botánico,0 days 00:39:00,2340
2,PBO10,29/11/2020 23:59,30/11/2020 00:38,Accidental,Normal,No establecido.,Santa Rosa,0 days 00:39:00,2340
0,PBO10,30/11/2020 02:38,30/11/2020 04:56,Accidental,Adverso,Condiciones Climáticas Adversas.,Bañado Cará Cará,0 days 02:18:00,8280
1,PBO10,30/11/2020 02:38,30/11/2020 04:56,Accidental,Adverso,Condiciones Climáticas Adversas.,Botánico,0 days 02:18:00,8280
2,PBO10,30/11/2020 02:38,30/11/2020 04:56,Accidental,Adverso,Condiciones Climáticas Adversas.,Santa Rosa,0 days 02:18:00,8280
0,PBO10,30/11/2020 16:16,30/11/2020 16:34,Accidental,Adverso,"Abierto interruptor para efectuar reparación de SFTaveriado, cruceta MT rota y puente MT suelto.Marangatu y Boveda.",Bañado Cará Cará,0 days 00:18:00,1080
1,PBO10,30/11/2020 16:16,30/11/2020 16:34,Accidental,Adverso,"Abierto interruptor para efectuar reparación de SFTaveriado, cruceta MT rota y puente MT suelto.Marangatu y Boveda.",Botánico,0 days 00:18:00,1080
2,PBO10,30/11/2020 16:16,30/11/2020 16:34,Accidental,Adverso,"Abierto interruptor para efectuar reparación de SFTaveriado, cruceta MT rota y puente MT suelto.Marangatu y Boveda.",Santa Rosa,0 days 00:18:00,1080
0,PBO14,8/11/2020 20:58,8/11/2020 21:01,Programado,Normal,Abierto interruptor para reparar cruceta rota en elSec. 50053.,Zeballos Cué,0 days 00:03:00,180
0,PBO14,14/11/2020 20:59,15/11/2020 16:03,Accidental,Adverso,Condiciones Climáticas Adversas.,Zeballos Cué,0 days 19:04:00,68640
0,PBO14,15/11/2020 16:03,15/11/2020 16:06,Accidental,Adverso,Condiciones Climáticas Adversas.,Zeballos Cué,0 days 00:03:00,180
0,PBO14,16/11/2020 10:11,16/11/2020 12:07,Accidental,Normal,No establecido.,Zeballos Cué,0 days 01:56:00,6960
0,PBO14,16/11/2020 15:53,16/11/2020 15:58,Accidental,Normal,Abierto interruptor para efectuar reparación depuente MT suelto F3. Seccionador N° 52731,Zeballos Cué,0 days 00:05:00,300
0,PBO17,10/11/2020 12:55,10/11/2020 13:00,Accidental,Normal,Abierto interruptor para apertura de SFt en formadirecta.,Salvador del Mundo,0 days 00:05:00,300
1,PBO17,10/11/2020 12:55,10/11/2020 13:00,Accidental,Normal,Abierto interruptor para apertura de SFt en formadirecta.,Mbocayaty,0 days 00:05:00,300
2,PBO17,10/11/2020 12:55,10/11/2020 13:00,Accidental,Normal,Abierto interruptor para apertura de SFt en formadirecta.,Santa Rosa,0 days 00:05:00,300
3,PBO17,10/11/2020 12:55,10/11/2020 13:00,Accidental,Normal,Abierto interruptor para apertura de SFt en formadirecta.,Santísima Trinidad,0 days 00:05:00,300
0,PBO17,14/11/2020 21:10,15/11/2020 18:11,Accidental,Adverso,Línea MT Suelta y Cruceta MT rota. Tte. Mónges yCaballero. En servicio Parcial.,Salvador del Mundo,0 days 21:01:00,75660
1,PBO17,14/11/2020 21:10,15/11/2020 18:11,Accidental,Adverso,Línea MT Suelta y Cruceta MT rota. Tte. Mónges yCaballero. En servicio Parcial.,Mbocayaty,0 days 21:01:00,75660
2,PBO17,14/11/2020 21:10,15/11/2020 18:11,Accidental,Adverso,Línea MT Suelta y Cruceta MT rota. Tte. Mónges yCaballero. En servicio Parcial.,Santa Rosa,0 days 21:01:00,75660
3,PBO17,14/11/2020 21:10,15/11/2020 18:11,Accidental,Adverso,Línea MT Suelta y Cruceta MT rota. Tte. Mónges yCaballero. En servicio Parcial.,Santísima Trinidad,0 days 21:01:00,75660
0,PBO17,15/11/2020 23:26,16/11/2020 00:14,Accidental,Adverso,Condiciones Climáticas Adversas.,Salvador del Mundo,0 days 00:48:00,2880
1,PBO17,15/11/2020 23:26,16/11/2020 00:14,Accidental,Adverso,Condiciones Climáticas Adversas.,Mbocayaty,0 days 00:48:00,2880
2,PBO17,15/11/2020 23:26,16/11/2020 00:14,Accidental,Adverso,Condiciones Climáticas Adversas.,Santa Rosa,0 days 00:48:00,2880
3,PBO17,15/11/2020 23:26,16/11/2020 00:14,Accidental,Adverso,Condiciones Climáticas Adversas.,Santísima Trinidad,0 days 00:48:00,2880
0,PBO17,25/11/2020 19:25,25/11/2020 19:31,Programado,Normal,Abierto interruptor para efectuar maniobras.,Salvador del Mundo,0 days 00:06:00,360
1,PBO17,25/11/2020 19:25,25/11/2020 19:31,Programado,Normal,Abierto interruptor para efectuar maniobras.,Mbocayaty,0 days 00:06:00,360
2,PBO17,25/11/2020 19:25,25/11/2020 19:31,Programado,Normal,Abierto interruptor para efectuar maniobras.,Santa Rosa,0 days 00:06:00,360
3,PBO17,25/11/2020 19:25,25/11/2020 19:31,Programado,Normal,Abierto interruptor para efectuar maniobras.,Santísima Trinidad,0 days 00:06:00,360
0,PBO17,26/11/2020 07:59,26/11/2020 10:19,Accidental,Adverso,Ramas sobre Línea MT. Seccionador N° 52408.,Salvador del Mundo,0 days 02:20:00,8400
1,PBO17,26/11/2020 07:59,26/11/2020 10:19,Accidental,Adverso,Ramas sobre Línea MT. Seccionador N° 52408.,Mbocayaty,0 days 02:20:00,8400
2,PBO17,26/11/2020 07:59,26/11/2020 10:19,Accidental,Adverso,Ramas sobre Línea MT. Seccionador N° 52408.,Santa Rosa,0 days 02:20:00,8400
3,PBO17,26/11/2020 07:59,26/11/2020 10:19,Accidental,Adverso,Ramas sobre Línea MT. Seccionador N° 52408.,Santísima Trinidad,0 days 02:20:00,8400
0,PBO20,14/11/2020 21:10,16/11/2020 01:52,Accidental,Adverso,Condiciones Climáticas Adversas.,Botánico,1 days 04:42:00,16920
0,PBO20,18/11/2020 02:20,18/11/2020 04:36,Accidental,Normal,No establecido.,Botánico,0 days 02:16:00,8160
0,PBO20,18/11/2020 05:04,18/11/2020 05:06,Accidental,Normal,"Línea MT desprendida del aislador. Cnel Boveda,costado de la COPACO.",Botánico,0 days 00:02:00,120
0,PBO20,23/11/2020 22:20,23/11/2020 23:10,Accidental,Normal,No establecido.,Botánico,0 days 00:50:00,3000
0,PBO20,24/11/2020 14:29,24/11/2020 15:00,Accidental,Normal,No establecido.,Botánico,0 days 00:31:00,1860
0,PBO20,26/11/2020 06:48,26/11/2020 13:35,Accidental,Adverso,Condiciones Climáticas Adversas.,Botánico,0 days 06:47:00,24420
0,PBO20,26/11/2020 18:16,26/11/2020 18:42,Accidental,Adverso,Condiciones Climáticas Adversas.,Botánico,0 days 00:26:00,1560
0,PBO20,30/11/2020 02:30,30/11/2020 05:26,Accidental,Adverso,Condiciones Climáticas Adversas.,Botánico,0 days 02:56:00,10560
0,PBO20,30/11/2020 05:52,30/11/2020 07:25,Accidental,Adverso,Condiciones Climáticas Adversas. En ServicioParcial.,Botánico,0 days 01:33:00,5580
0,PBO24,12/11/2020 09:20,12/11/2020 09:44,Accidental,Normal,Al realizar maniobra.,Mbocayaty,0 days 00:24:00,1440
1,PBO24,12/11/2020 09:20,12/11/2020 09:44,Accidental,Normal,Al realizar maniobra.,Loma Pyta,0 days 00:24:00,1440
0,PBO6,14/11/2020 12:15,14/11/2020 13:25,Accidental,Normal,No establecido.,Santísima Trinidad,0 days 01:10:00,4200
1,PBO6,14/11/2020 12:15,14/11/2020 13:25,Accidental,Normal,No establecido.,Virgen de la Asunción,0 days 01:10:00,4200
2,PBO6,14/11/2020 12:15,14/11/2020 13:25,Accidental,Normal,No establecido.,Cañada Ybyray,0 days 01:10:00,4200
3,PBO6,14/11/2020 12:15,14/11/2020 13:25,Accidental,Normal,No establecido.,Bañado Cará Cará,0 days 01:10:00,4200
0,PBO6,14/11/2020 14:06,14/11/2020 14:24,Accidental,Normal,Puente MT Suelto F2. PD 74942. Sacramento c/Lombardo.,Santísima Trinidad,0 days 00:18:00,1080
1,PBO6,14/11/2020 14:06,14/11/2020 14:24,Accidental,Normal,Puente MT Suelto F2. PD 74942. Sacramento c/Lombardo.,Virgen de la Asunción,0 days 00:18:00,1080
2,PBO6,14/11/2020 14:06,14/11/2020 14:24,Accidental,Normal,Puente MT Suelto F2. PD 74942. Sacramento c/Lombardo.,Cañada Ybyray,0 days 00:18:00,1080
3,PBO6,14/11/2020 14:06,14/11/2020 14:24,Accidental,Normal,Puente MT Suelto F2. PD 74942. Sacramento c/Lombardo.,Bañado Cará Cará,0 days 00:18:00,1080
0,PBO6,14/11/2020 21:28,14/11/2020 23:25,Accidental,Adverso,Condiciones Climaticas Adversas,Santísima Trinidad,0 days 01:57:00,7020
1,PBO6,14/11/2020 21:28,14/11/2020 23:25,Accidental,Adverso,Condiciones Climaticas Adversas,Virgen de la Asunción,0 days 01:57:00,7020
2,PBO6,14/11/2020 21:28,14/11/2020 23:25,Accidental,Adverso,Condiciones Climaticas Adversas,Cañada Ybyray,0 days 01:57:00,7020
3,PBO6,14/11/2020 21:28,14/11/2020 23:25,Accidental,Adverso,Condiciones Climaticas Adversas,Bañado Cará Cará,0 days 01:57:00,7020
0,PBO8,6/11/2020 11:20,6/11/2020 12:45,Accidental,Normal,Barra B indisponible.,Virgen de Fátima,0 days 01:25:00,5100
1,PBO8,6/11/2020 11:20,6/11/2020 12:45,Accidental,Normal,Barra B indisponible.,Santa Rosa,0 days 01:25:00,5100
0,PBO8,26/11/2020 07:48,26/11/2020 12:04,Accidental,Adverso,Condiciones Climáticas Adversas.,Virgen de Fátima,0 days 04:16:00,15360
1,PBO8,26/11/2020 07:48,26/11/2020 12:04,Accidental,Adverso,Condiciones Climáticas Adversas.,Santa Rosa,0 days 04:16:00,15360
0,PCA1,14/11/2020 21:29,15/11/2020 09:05,Accidental,Adverso,Agua en PD. Mbokaja y Línea MT suelta.Constitución y Herrera.,San Roque,0 days 11:36:00,41760
1,PCA1,14/11/2020 21:29,15/11/2020 09:05,Accidental,Adverso,Agua en PD. Mbokaja y Línea MT suelta.Constitución y Herrera.,La Catedral,0 days 11:36:00,41760
0,PCA1,15/11/2020 10:55,15/11/2020 11:01,Accidental,Adverso,Al efectuar maniobras.,San Roque,0 days 00:06:00,360
1,PCA1,15/11/2020 10:55,15/11/2020 11:01,Accidental,Adverso,Al efectuar maniobras.,La Catedral,0 days 00:06:00,360
0,PCA1,16/11/2020 01:01,16/11/2020 01:24,Accidental,Normal,Al efectuar maniobras.,San Roque,0 days 00:23:00,1380
1,PCA1,16/11/2020 01:01,16/11/2020 01:24,Accidental,Normal,Al efectuar maniobras.,La Catedral,0 days 00:23:00,1380
0,PCA1,29/11/2020 01:32,29/11/2020 03:13,Accidental,Normal,"Agua en PD SM395, SM230, SM125, SM238,SM206.",San Roque,0 days 01:41:00,6060
1,PCA1,29/11/2020 01:32,29/11/2020 03:13,Accidental,Normal,"Agua en PD SM395, SM230, SM125, SM238,SM206.",La Catedral,0 days 01:41:00,6060
0,PCA11,27/11/2020 15:40,27/11/2020 15:43,Accidental,Adverso,Abierto interruptor para reposición de SFT operado.Barrio Ricardo Brugada.,Ricardo Brugada,0 days 00:03:00,180
1,PCA11,27/11/2020 15:40,27/11/2020 15:43,Accidental,Adverso,Abierto interruptor para reposición de SFT operado.Barrio Ricardo Brugada.,San Felipe,0 days 00:03:00,180
0,PCA5,9/11/2020 10:55,9/11/2020 11:18,Accidental,Normal,No establecido.,La Catedral,0 days 00:23:00,1380
0,PCA5,9/11/2020 11:20,9/11/2020 11:45,Accidental,Normal,No establecido.,La Catedral,0 days 00:25:00,1500
0,PCA6,29/11/2020 10:59,29/11/2020 11:10,Accidental,Normal,No establecido.,La Catedral,0 days 00:11:00,660
0,PCA8,14/11/2020 21:12,15/11/2020 00:00,Accidental,Adverso,Condiciones Climaticas Adversas,Banco San Miguel,0 days 02:48:00,10080
1,PCA8,14/11/2020 21:12,15/11/2020 00:00,Accidental,Adverso,Condiciones Climaticas Adversas,Tablada Nueva,0 days 02:48:00,10080
2,PCA8,14/11/2020 21:12,15/11/2020 00:00,Accidental,Adverso,Condiciones Climaticas Adversas,Jara,0 days 02:48:00,10080
0,PCA8,15/11/2020 06:46,15/11/2020 08:07,Accidental,Adverso,Condiciones Climáticas Adversas.,Banco San Miguel,0 days 01:21:00,4860
1,PCA8,15/11/2020 06:46,15/11/2020 08:07,Accidental,Adverso,Condiciones Climáticas Adversas.,Tablada Nueva,0 days 01:21:00,4860
2,PCA8,15/11/2020 06:46,15/11/2020 08:07,Accidental,Adverso,Condiciones Climáticas Adversas.,Jara,0 days 01:21:00,4860
0,PCA8,26/11/2020 07:51,26/11/2020 12:32,Accidental,Adverso,Condiciones Climáticas Adversas.,Banco San Miguel,0 days 04:41:00,16860
1,PCA8,26/11/2020 07:51,26/11/2020 12:32,Accidental,Adverso,Condiciones Climáticas Adversas.,Tablada Nueva,0 days 04:41:00,16860
2,PCA8,26/11/2020 07:51,26/11/2020 12:32,Accidental,Adverso,Condiciones Climáticas Adversas.,Jara,0 days 04:41:00,16860
0,PSA11,14/11/2020 20:50,14/11/2020 22:57,Accidental,Adverso,Condiciones Climaticas Adversas,Bañado Tacumbu,0 days 02:07:00,7620
1,PSA11,14/11/2020 20:50,14/11/2020 22:57,Accidental,Adverso,Condiciones Climaticas Adversas,Sajonia,0 days 02:07:00,7620
0,PSA11,14/11/2020 23:00,15/11/2020 08:01,Accidental,Adverso,Condiciones Climaticas Adversas,Bañado Tacumbu,0 days 09:01:00,32460
1,PSA11,14/11/2020 23:00,15/11/2020 08:01,Accidental,Adverso,Condiciones Climaticas Adversas,Sajonia,0 days 09:01:00,32460
0,PSA11,26/11/2020 06:23,26/11/2020 14:12,Accidental,Adverso,Condiciones Climáticas Adversas.,Bañado Tacumbu,0 days 07:49:00,28140
1,PSA11,26/11/2020 06:23,26/11/2020 14:12,Accidental,Adverso,Condiciones Climáticas Adversas.,Sajonia,0 days 07:49:00,28140
0,PSA11,26/11/2020 20:15,26/11/2020 20:33,Programado,Adverso,Abierto interruptor para efectuar maniobras.,Bañado Tacumbu,0 days 00:18:00,1080
1,PSA11,26/11/2020 20:15,26/11/2020 20:33,Programado,Adverso,Abierto interruptor para efectuar maniobras.,Sajonia,0 days 00:18:00,1080
0,PSA12,24/11/2020 08:35,24/11/2020 10:02,Accidental,Normal,No establecido.,Carlos A. López,0 days 01:27:00,5220
0,PSA12,24/11/2020 16:20,24/11/2020 16:23,Accidental,Normal,Abierto interruptor para efectuar puenteo de SFTaveriado. Capitan Gwynn y Testanova.,Carlos A. López,0 days 00:03:00,180
0,PSA3,14/11/2020 20:50,14/11/2020 22:35,Accidental,Adverso,Condiciones Climaticas Adversas,San Antonio,0 days 01:45:00,6300
1,PSA3,14/11/2020 20:50,14/11/2020 22:35,Accidental,Adverso,Condiciones Climaticas Adversas,Dr. Gaspar Rodríguez de Francia,0 days 01:45:00,6300
0,PSA4,4/11/2020 00:58,4/11/2020 01:06,Accidental,Normal,No establecido.,Ita Pyta Punta,0 days 00:08:00,480
0,PSA4,9/11/2020 12:50,9/11/2020 12:57,Accidental,Normal,Al efectuar maniobra.,Ita Pyta Punta,0 days 00:07:00,420
0,PSA4,14/11/2020 21:12,15/11/2020 00:15,Accidental,Adverso,Condiciones Climaticas Adversas,Ita Pyta Punta,0 days 03:03:00,10980
0,PSA4,23/11/2020 15:43,23/11/2020 15:48,Accidental,Normal,No establecido.,Ita Pyta Punta,0 days 00:05:00,300
0,PSA5,9/11/2020 12:34,9/11/2020 13:20,Accidental,Normal,Al efectuar maniobra.,La Encarnación,0 days 00:46:00,2760
1,PSA5,9/11/2020 12:34,9/11/2020 13:20,Accidental,Normal,Al efectuar maniobra.,San Antonio,0 days 00:46:00,2760
2,PSA5,9/11/2020 12:34,9/11/2020 13:20,Accidental,Normal,Al efectuar maniobra.,Ita Pyta Punta,0 days 00:46:00,2760
3,PSA5,9/11/2020 12:34,9/11/2020 13:20,Accidental,Normal,Al efectuar maniobra.,Dr. Gaspar Rodríguez de Francia,0 days 00:46:00,2760
0,PSA5,14/11/2020 20:50,14/11/2020 22:55,Accidental,Adverso,Condiciones Climaticas Adversas,La Encarnación,0 days 02:05:00,7500
1,PSA5,14/11/2020 20:50,14/11/2020 22:55,Accidental,Adverso,Condiciones Climaticas Adversas,San Antonio,0 days 02:05:00,7500
2,PSA5,14/11/2020 20:50,14/11/2020 22:55,Accidental,Adverso,Condiciones Climaticas Adversas,Ita Pyta Punta,0 days 02:05:00,7500
3,PSA5,14/11/2020 20:50,14/11/2020 22:55,Accidental,Adverso,Condiciones Climaticas Adversas,Dr. Gaspar Rodríguez de Francia,0 days 02:05:00,7500
0,PSA5,22/11/2020 04:51,22/11/2020 05:27,Accidental,Normal,No establecido.,La Encarnación,0 days 00:36:00,2160
1,PSA5,22/11/2020 04:51,22/11/2020 05:27,Accidental,Normal,No establecido.,San Antonio,0 days 00:36:00,2160
2,PSA5,22/11/2020 04:51,22/11/2020 05:27,Accidental,Normal,No establecido.,Ita Pyta Punta,0 days 00:36:00,2160
3,PSA5,22/11/2020 04:51,22/11/2020 05:27,Accidental,Normal,No establecido.,Dr. Gaspar Rodríguez de Francia,0 days 00:36:00,2160
0,PSA5,25/11/2020 13:41,25/11/2020 14:42,Programado,Normal,Línea MT suelta y aislador averiado. Priribebuy y DonBosco.,La Encarnación,0 days 01:01:00,3660
1,PSA5,25/11/2020 13:41,25/11/2020 14:42,Programado,Normal,Línea MT suelta y aislador averiado. Priribebuy y DonBosco.,San Antonio,0 days 01:01:00,3660
2,PSA5,25/11/2020 13:41,25/11/2020 14:42,Programado,Normal,Línea MT suelta y aislador averiado. Priribebuy y DonBosco.,Ita Pyta Punta,0 days 01:01:00,3660
3,PSA5,25/11/2020 13:41,25/11/2020 14:42,Programado,Normal,Línea MT suelta y aislador averiado. Priribebuy y DonBosco.,Dr. Gaspar Rodríguez de Francia,0 days 01:01:00,3660
0,PSA5,26/11/2020 07:52,26/11/2020 12:57,Accidental,Adverso,Condiciones Climáticas Adversas.,La Encarnación,0 days 05:05:00,18300
1,PSA5,26/11/2020 07:52,26/11/2020 12:57,Accidental,Adverso,Condiciones Climáticas Adversas.,San Antonio,0 days 05:05:00,18300
2,PSA5,26/11/2020 07:52,26/11/2020 12:57,Accidental,Adverso,Condiciones Climáticas Adversas.,Ita Pyta Punta,0 days 05:05:00,18300
3,PSA5,26/11/2020 07:52,26/11/2020 12:57,Accidental,Adverso,Condiciones Climáticas Adversas.,Dr. Gaspar Rodríguez de Francia,0 days 05:05:00,18300
0,PSA6,5/11/2020 11:28,5/11/2020 11:48,Accidental,Normal,Inconvenientes con la cudrilla de Línea Viva.Solicitud de estado de precaución. Encargado delTrabajo Pedro Alegre.,San Antonio,0 days 00:20:00,1200
1,PSA6,5/11/2020 11:28,5/11/2020 11:48,Accidental,Normal,Inconvenientes con la cudrilla de Línea Viva.Solicitud de estado de precaución. Encargado delTrabajo Pedro Alegre.,Ita Pyta Punta,0 days 00:20:00,1200
2,PSA6,5/11/2020 11:28,5/11/2020 11:48,Accidental,Normal,Inconvenientes con la cudrilla de Línea Viva.Solicitud de estado de precaución. Encargado delTrabajo Pedro Alegre.,Dr. Gaspar Rodríguez de Francia,0 days 00:20:00,1200
0,PSA6,9/11/2020 13:33,9/11/2020 13:38,Accidental,Normal,Abierto interruptor para cierre de SFT.,San Antonio,0 days 00:05:00,300
1,PSA6,9/11/2020 13:33,9/11/2020 13:38,Accidental,Normal,Abierto interruptor para cierre de SFT.,Ita Pyta Punta,0 days 00:05:00,300
2,PSA6,9/11/2020 13:33,9/11/2020 13:38,Accidental,Normal,Abierto interruptor para cierre de SFT.,Dr. Gaspar Rodríguez de Francia,0 days 00:05:00,300
