,PRIMARIO,FUERA DE SERVICIO,REPOSICION,TIPO DE EVENTO,ESTADO DEL CLIMA,OBSERVACION,BARRIO,DURACION,DURACION SEGS
2,GDI4,30/09/2020 15:54,30/09/2020 21:31,Accidental,Adverso,Ramas sobre Línea MT. México e/ 24 y 25Proyectadas.,Bañado Tacumbu,0 days 05:37:00,20220
0,LAM10,14/09/2020 05:21,14/09/2020 15:37,Accidental,Adverso,"Abierto Interruptor, para efectuar reparación deCruceta rota. Avda. Fernando de la Mora c/ CaciqueLambaré.",Terminal,0 days 10:16:00,36960
0,LAM10,14/09/2020 05:44,14/09/2020 06:57,Accidental,Adverso,Condiciones Climáticas Adversas.,Terminal,0 days 01:13:00,4380
0,LAM10,23/09/2020 08:57,23/09/2020 09:34,Accidental,Normal,No establecido.,Terminal,0 days 00:37:00,2220
0,LAM10,26/09/2020 02:50,26/09/2020 03:15,Producción,Normal,Cambio de configuración CH-IPU/CH-YAC.,Terminal,0 days 00:25:00,1500
0,LAM15,26/09/2020 02:50,26/09/2020 03:15,Producción,Normal,Cambio de configuración CH-IPU/CH-YAC.,Itá Enramada,0 days 00:25:00,1500
0,LAM22,14/09/2020 05:21,14/09/2020 15:37,Accidental,Adverso,"Abierto Interruptor, para efectuar reparación deCruceta rota. Avda. Fernando de la Mora c/ CaciqueLambaré.",Hipódromo,0 days 10:16:00,36960
1,LAM22,14/09/2020 05:21,14/09/2020 15:37,Accidental,Adverso,"Abierto Interruptor, para efectuar reparación deCruceta rota. Avda. Fernando de la Mora c/ CaciqueLambaré.",Terminal,0 days 10:16:00,36960
0,LAM22,26/09/2020 02:50,26/09/2020 03:15,Producción,Normal,Cambio de configuración CH-IPU/CH-YAC.,Hipódromo,0 days 00:25:00,1500
1,LAM22,26/09/2020 02:50,26/09/2020 03:15,Producción,Normal,Cambio de configuración CH-IPU/CH-YAC.,Terminal,0 days 00:25:00,1500
0,LAM22,26/09/2020 10:33,26/09/2020 12:39,Accidental,Adverso,Condiciones Climáticas Adversas.,Hipódromo,0 days 02:06:00,7560
1,LAM22,26/09/2020 10:33,26/09/2020 12:39,Accidental,Adverso,Condiciones Climáticas Adversas.,Terminal,0 days 02:06:00,7560
0,LAM22,26/09/2020 12:45,26/09/2020 13:39,Accidental,Adverso,Condiciones Climáticas Adversas.,Hipódromo,0 days 00:54:00,3240
1,LAM22,26/09/2020 12:45,26/09/2020 13:39,Accidental,Adverso,Condiciones Climáticas Adversas.,Terminal,0 days 00:54:00,3240
0,LAM22,30/09/2020 11:49,30/09/2020 12:19,Accidental,Adverso,Línea MT Suelta. Pindo y Mencia de Sanabria.,Hipódromo,0 days 00:30:00,1800
1,LAM22,30/09/2020 11:49,30/09/2020 12:19,Accidental,Adverso,Línea MT Suelta. Pindo y Mencia de Sanabria.,Terminal,0 days 00:30:00,1800
0,LAM22,30/09/2020 14:15,30/09/2020 14:37,Accidental,Adverso,Condiciones Climáticas Adversas.,Hipódromo,0 days 00:22:00,1320
1,LAM22,30/09/2020 14:15,30/09/2020 14:37,Accidental,Adverso,Condiciones Climáticas Adversas.,Terminal,0 days 00:22:00,1320
0,LAM23,14/09/2020 18:23,14/09/2020 18:25,Accidental,Adverso,Al efectuar maniobras.,Mburicao,0 days 00:02:00,120
0,LAM23,26/09/2020 02:50,26/09/2020 03:15,Producción,Normal,Cambio de configuración CH-IPU/CH-YAC.,Mburicao,0 days 00:25:00,1500
0,LAM23,26/09/2020 13:42,26/09/2020 14:26,Accidental,Adverso,Condiciones Climáticas Adversas.,Mburicao,0 days 00:44:00,2640
0,LAM28,15/09/2020 09:47,15/09/2020 10:40,Accidental,Normal,Transformador averiado. Medalla Milagrosa y DiegoGarcia.,Vista Alegre,0 days 00:53:00,3180
1,LAM28,15/09/2020 09:47,15/09/2020 10:40,Accidental,Normal,Transformador averiado. Medalla Milagrosa y DiegoGarcia.,Nazareth,0 days 00:53:00,3180
0,LAM28,26/09/2020 02:50,26/09/2020 03:15,Producción,Normal,Cambio de configuración CH-IPU/CH-YAC.,Vista Alegre,0 days 00:25:00,1500
1,LAM28,26/09/2020 02:50,26/09/2020 03:15,Producción,Normal,Cambio de configuración CH-IPU/CH-YAC.,Nazareth,0 days 00:25:00,1500
0,LAM3,26/09/2020 02:50,26/09/2020 03:15,Producción,Normal,Cambio de configuración CH-IPU/CH-YAC.,Vista Alegre,0 days 00:25:00,1500
0,LAM3,27/09/2020 02:15,27/09/2020 02:26,Accidental,Normal,"Abierto Interruptor, para efectuar reparación. PuenteMT Suelto en el TRAFO No 72418.",Vista Alegre,0 days 00:11:00,660
0,LAM3,27/09/2020 23:14,27/09/2020 23:33,Accidental,Normal,No establecido.,Vista Alegre,0 days 00:19:00,1140
0,LAM3,30/09/2020 14:32,30/09/2020 15:41,Accidental,Adverso,Condiciones Climáticas Adversas.,Vista Alegre,0 days 01:09:00,4140
0,LAM30,26/09/2020 02:50,26/09/2020 03:15,Producción,Normal,Cambio de configuración CH-IPU/CH-YAC.,Itá Enramada,0 days 00:25:00,1500
0,LAM30,26/09/2020 13:52,26/09/2020 16:34,Accidental,Adverso,Condiciones Climáticas Adversas.,Itá Enramada,0 days 02:42:00,9720
0,LAM5,14/09/2020 07:53,14/09/2020 09:15,Accidental,Adverso,Condiciones Climáticas Adversas.,Santa Ana,0 days 01:22:00,4920
1,LAM5,14/09/2020 07:53,14/09/2020 09:15,Accidental,Adverso,Condiciones Climáticas Adversas.,Itá Enramada,0 days 01:22:00,4920
2,LAM5,14/09/2020 07:53,14/09/2020 09:15,Accidental,Adverso,Condiciones Climáticas Adversas.,Jukyty,0 days 01:22:00,4920
3,LAM5,14/09/2020 07:53,14/09/2020 09:15,Accidental,Adverso,Condiciones Climáticas Adversas.,Santa Librada,0 days 01:22:00,4920
4,LAM5,14/09/2020 07:53,14/09/2020 09:15,Accidental,Adverso,Condiciones Climáticas Adversas.,San Cayetano,0 days 01:22:00,4920
5,LAM5,14/09/2020 07:53,14/09/2020 09:15,Accidental,Adverso,Condiciones Climáticas Adversas.,Pirizal,0 days 01:22:00,4920
0,LAM5,26/09/2020 02:50,26/09/2020 03:15,Producción,Normal,Cambio de configuración CH-IPU/CH-YAC.,Santa Ana,0 days 00:25:00,1500
1,LAM5,26/09/2020 02:50,26/09/2020 03:15,Producción,Normal,Cambio de configuración CH-IPU/CH-YAC.,Itá Enramada,0 days 00:25:00,1500
2,LAM5,26/09/2020 02:50,26/09/2020 03:15,Producción,Normal,Cambio de configuración CH-IPU/CH-YAC.,Jukyty,0 days 00:25:00,1500
3,LAM5,26/09/2020 02:50,26/09/2020 03:15,Producción,Normal,Cambio de configuración CH-IPU/CH-YAC.,Santa Librada,0 days 00:25:00,1500
4,LAM5,26/09/2020 02:50,26/09/2020 03:15,Producción,Normal,Cambio de configuración CH-IPU/CH-YAC.,San Cayetano,0 days 00:25:00,1500
5,LAM5,26/09/2020 02:50,26/09/2020 03:15,Producción,Normal,Cambio de configuración CH-IPU/CH-YAC.,Pirizal,0 days 00:25:00,1500
0,LAM5,26/09/2020 10:31,26/09/2020 11:21,Accidental,Adverso,Condiciones Climáticas Adversas.,Santa Ana,0 days 00:50:00,3000
1,LAM5,26/09/2020 10:31,26/09/2020 11:21,Accidental,Adverso,Condiciones Climáticas Adversas.,Itá Enramada,0 days 00:50:00,3000
2,LAM5,26/09/2020 10:31,26/09/2020 11:21,Accidental,Adverso,Condiciones Climáticas Adversas.,Jukyty,0 days 00:50:00,3000
3,LAM5,26/09/2020 10:31,26/09/2020 11:21,Accidental,Adverso,Condiciones Climáticas Adversas.,Santa Librada,0 days 00:50:00,3000
4,LAM5,26/09/2020 10:31,26/09/2020 11:21,Accidental,Adverso,Condiciones Climáticas Adversas.,San Cayetano,0 days 00:50:00,3000
5,LAM5,26/09/2020 10:31,26/09/2020 11:21,Accidental,Adverso,Condiciones Climáticas Adversas.,Pirizal,0 days 00:50:00,3000
0,LAM5,26/09/2020 11:52,26/09/2020 13:13,Accidental,Adverso,Condiciones Climáticas Adversas.,Santa Ana,0 days 01:21:00,4860
1,LAM5,26/09/2020 11:52,26/09/2020 13:13,Accidental,Adverso,Condiciones Climáticas Adversas.,Itá Enramada,0 days 01:21:00,4860
2,LAM5,26/09/2020 11:52,26/09/2020 13:13,Accidental,Adverso,Condiciones Climáticas Adversas.,Jukyty,0 days 01:21:00,4860
3,LAM5,26/09/2020 11:52,26/09/2020 13:13,Accidental,Adverso,Condiciones Climáticas Adversas.,Santa Librada,0 days 01:21:00,4860
4,LAM5,26/09/2020 11:52,26/09/2020 13:13,Accidental,Adverso,Condiciones Climáticas Adversas.,San Cayetano,0 days 01:21:00,4860
5,LAM5,26/09/2020 11:52,26/09/2020 13:13,Accidental,Adverso,Condiciones Climáticas Adversas.,Pirizal,0 days 01:21:00,4860
0,LAM5,26/09/2020 11:52,26/09/2020 13:13,Accidental,Adverso,Condiciones Climáticas Adversas.,Santa Ana,0 days 01:21:00,4860
1,LAM5,26/09/2020 11:52,26/09/2020 13:13,Accidental,Adverso,Condiciones Climáticas Adversas.,Itá Enramada,0 days 01:21:00,4860
2,LAM5,26/09/2020 11:52,26/09/2020 13:13,Accidental,Adverso,Condiciones Climáticas Adversas.,Jukyty,0 days 01:21:00,4860
3,LAM5,26/09/2020 11:52,26/09/2020 13:13,Accidental,Adverso,Condiciones Climáticas Adversas.,Santa Librada,0 days 01:21:00,4860
4,LAM5,26/09/2020 11:52,26/09/2020 13:13,Accidental,Adverso,Condiciones Climáticas Adversas.,San Cayetano,0 days 01:21:00,4860
5,LAM5,26/09/2020 11:52,26/09/2020 13:13,Accidental,Adverso,Condiciones Climáticas Adversas.,Pirizal,0 days 01:21:00,4860
0,LAM5,30/09/2020 13:20,30/09/2020 15:30,Accidental,Adverso,Condiciones Climáticas Adversas.,Santa Ana,0 days 02:10:00,7800
1,LAM5,30/09/2020 13:20,30/09/2020 15:30,Accidental,Adverso,Condiciones Climáticas Adversas.,Itá Enramada,0 days 02:10:00,7800
2,LAM5,30/09/2020 13:20,30/09/2020 15:30,Accidental,Adverso,Condiciones Climáticas Adversas.,Jukyty,0 days 02:10:00,7800
3,LAM5,30/09/2020 13:20,30/09/2020 15:30,Accidental,Adverso,Condiciones Climáticas Adversas.,Santa Librada,0 days 02:10:00,7800
4,LAM5,30/09/2020 13:20,30/09/2020 15:30,Accidental,Adverso,Condiciones Climáticas Adversas.,San Cayetano,0 days 02:10:00,7800
5,LAM5,30/09/2020 13:20,30/09/2020 15:30,Accidental,Adverso,Condiciones Climáticas Adversas.,Pirizal,0 days 02:10:00,7800
0,LAM7,14/09/2020 05:00,14/09/2020 05:45,Accidental,Adverso,Línea MT en C.C por sostén MT intermedio.Comendador Bo y Nuñez de Balboa.,Vista Alegre,0 days 00:45:00,2700
1,LAM7,14/09/2020 05:00,14/09/2020 05:45,Accidental,Adverso,Línea MT en C.C por sostén MT intermedio.Comendador Bo y Nuñez de Balboa.,Pinoza,0 days 00:45:00,2700
0,LAM7,14/09/2020 07:33,14/09/2020 12:13,Accidental,Adverso,Línea MT desprendida y en contacto con cruceta.Ysapy y San Carlos.,Vista Alegre,0 days 04:40:00,16800
1,LAM7,14/09/2020 07:33,14/09/2020 12:13,Accidental,Adverso,Línea MT desprendida y en contacto con cruceta.Ysapy y San Carlos.,Pinoza,0 days 04:40:00,16800
0,LAM7,26/09/2020 02:50,26/09/2020 03:15,Producción,Normal,Cambio de configuración CH-IPU/CH-YAC.,Vista Alegre,0 days 00:25:00,1500
1,LAM7,26/09/2020 02:50,26/09/2020 03:15,Producción,Normal,Cambio de configuración CH-IPU/CH-YAC.,Pinoza,0 days 00:25:00,1500
0,LAM7,26/09/2020 10:40,26/09/2020 13:10,Accidental,Adverso,Condiciones Climáticas Adversas.,Vista Alegre,0 days 02:30:00,9000
1,LAM7,26/09/2020 10:40,26/09/2020 13:10,Accidental,Adverso,Condiciones Climáticas Adversas.,Pinoza,0 days 02:30:00,9000
0,LAM7,30/09/2020 13:56,30/09/2020 14:50,Accidental,Adverso,Condiciones Climáticas Adversas.,Vista Alegre,0 days 00:54:00,3240
1,LAM7,30/09/2020 13:56,30/09/2020 14:50,Accidental,Adverso,Condiciones Climáticas Adversas.,Pinoza,0 days 00:54:00,3240
0,MBU1,7/09/2020 11:11,7/09/2020 11:46,Producción,Normal,"F/S LT 66kV PBO - MBU, se constató humareda enla sala 23kV de la SE-MBU.",Las Carmelitas,0 days 00:35:00,2100
1,MBU1,7/09/2020 11:11,7/09/2020 11:46,Producción,Normal,"F/S LT 66kV PBO - MBU, se constató humareda enla sala 23kV de la SE-MBU.",Madame Lynch,0 days 00:35:00,2100
2,MBU1,7/09/2020 11:11,7/09/2020 11:46,Producción,Normal,"F/S LT 66kV PBO - MBU, se constató humareda enla sala 23kV de la SE-MBU.",Manorá,0 days 00:35:00,2100
0,MBU2,7/09/2020 11:11,7/09/2020 11:46,Producción,Normal,"F/S LT 66kV PBO - MBU, se constató humareda enla sala 23kV de la SE-MBU.",Madame Lynch,0 days 00:35:00,2100
1,MBU2,7/09/2020 11:11,7/09/2020 11:46,Producción,Normal,"F/S LT 66kV PBO - MBU, se constató humareda enla sala 23kV de la SE-MBU.",Mburucuyá,0 days 00:35:00,2100
0,MBU3,7/09/2020 11:11,7/09/2020 11:46,Producción,Normal,"F/S LT 66kV PBO - MBU, se constató humareda enla sala 23kV de la SE-MBU.",Las Carmelitas,0 days 00:35:00,2100
1,MBU3,7/09/2020 11:11,7/09/2020 11:46,Producción,Normal,"F/S LT 66kV PBO - MBU, se constató humareda enla sala 23kV de la SE-MBU.",Madame Lynch,0 days 00:35:00,2100
2,MBU3,7/09/2020 11:11,7/09/2020 11:46,Producción,Normal,"F/S LT 66kV PBO - MBU, se constató humareda enla sala 23kV de la SE-MBU.",Mburucuyá,0 days 00:35:00,2100
0,MBU4,5/09/2020 00:32,5/09/2020 00:33,Accidental,Normal,"Al efectuar cierre del Seccionador 53967, por averíaanterior.",Mbocayaty,0 days 00:01:00,60
1,MBU4,5/09/2020 00:32,5/09/2020 00:33,Accidental,Normal,"Al efectuar cierre del Seccionador 53967, por averíaanterior.",Loma Pyta,0 days 00:01:00,60
2,MBU4,5/09/2020 00:32,5/09/2020 00:33,Accidental,Normal,"Al efectuar cierre del Seccionador 53967, por averíaanterior.",Ñu Guasu,0 days 00:01:00,60
3,MBU4,5/09/2020 00:32,5/09/2020 00:33,Accidental,Normal,"Al efectuar cierre del Seccionador 53967, por averíaanterior.",Mburucuyá,0 days 00:01:00,60
0,MBU4,7/09/2020 11:11,7/09/2020 11:46,Producción,Normal,"F/S LT 66kV PBO - MBU, se constató humareda enla sala 23kV de la SE-MBU.",Mbocayaty,0 days 00:35:00,2100
1,MBU4,7/09/2020 11:11,7/09/2020 11:46,Producción,Normal,"F/S LT 66kV PBO - MBU, se constató humareda enla sala 23kV de la SE-MBU.",Loma Pyta,0 days 00:35:00,2100
2,MBU4,7/09/2020 11:11,7/09/2020 11:46,Producción,Normal,"F/S LT 66kV PBO - MBU, se constató humareda enla sala 23kV de la SE-MBU.",Ñu Guasu,0 days 00:35:00,2100
3,MBU4,7/09/2020 11:11,7/09/2020 11:46,Producción,Normal,"F/S LT 66kV PBO - MBU, se constató humareda enla sala 23kV de la SE-MBU.",Mburucuyá,0 days 00:35:00,2100
0,MBU4,8/09/2020 12:59,08/09/2020 14:59,Accidental,Normal,No establecido.,Mbocayaty,0 days 02:00:00,7200
1,MBU4,8/09/2020 12:59,08/09/2020 14:59,Accidental,Normal,No establecido.,Loma Pyta,0 days 02:00:00,7200
2,MBU4,8/09/2020 12:59,08/09/2020 14:59,Accidental,Normal,No establecido.,Ñu Guasu,0 days 02:00:00,7200
3,MBU4,8/09/2020 12:59,08/09/2020 14:59,Accidental,Normal,No establecido.,Mburucuyá,0 days 02:00:00,7200
0,MBU4,26/09/2020 10:37,26/09/2020 12:32,Accidental,Adverso,Línea MT Suelta. Vasconcellos y Miranda.,Mbocayaty,0 days 01:55:00,6900
1,MBU4,26/09/2020 10:37,26/09/2020 12:32,Accidental,Adverso,Línea MT Suelta. Vasconcellos y Miranda.,Loma Pyta,0 days 01:55:00,6900
2,MBU4,26/09/2020 10:37,26/09/2020 12:32,Accidental,Adverso,Línea MT Suelta. Vasconcellos y Miranda.,Ñu Guasu,0 days 01:55:00,6900
3,MBU4,26/09/2020 10:37,26/09/2020 12:32,Accidental,Adverso,Línea MT Suelta. Vasconcellos y Miranda.,Mburucuyá,0 days 01:55:00,6900
0,MBU4,26/09/2020 13:09,26/09/2020 13:42,Accidental,Adverso,Condiciones Climáticas Adversas.,Mbocayaty,0 days 00:33:00,1980
1,MBU4,26/09/2020 13:09,26/09/2020 13:42,Accidental,Adverso,Condiciones Climáticas Adversas.,Loma Pyta,0 days 00:33:00,1980
