,PRIMARIO,FUERA DE SERVICIO,REPOSICION,TIPO DE EVENTO,ESTADO DEL CLIMA,OBSERVACION,BARRIO,DURACION,DURACION SEGS
2,MBU4,26/09/2020 13:09,26/09/2020 13:42,Accidental,Adverso,Condiciones Climáticas Adversas.,Ñu Guasu,0 days 00:33:00,1980
3,MBU4,26/09/2020 13:09,26/09/2020 13:42,Accidental,Adverso,Condiciones Climáticas Adversas.,Mburucuyá,0 days 00:33:00,1980
0,MBU4,30/09/2020 11:45,30/09/2020 13:45,Accidental,Adverso,Condiciones Climáticas Adversas.,Mbocayaty,0 days 02:00:00,7200
1,MBU4,30/09/2020 11:45,30/09/2020 13:45,Accidental,Adverso,Condiciones Climáticas Adversas.,Loma Pyta,0 days 02:00:00,7200
2,MBU4,30/09/2020 11:45,30/09/2020 13:45,Accidental,Adverso,Condiciones Climáticas Adversas.,Ñu Guasu,0 days 02:00:00,7200
3,MBU4,30/09/2020 11:45,30/09/2020 13:45,Accidental,Adverso,Condiciones Climáticas Adversas.,Mburucuyá,0 days 02:00:00,7200
0,MBU4,30/09/2020 12:41,30/09/2020 14:41,Accidental,Adverso,Condiciones Climáticas Adversas.,Mbocayaty,0 days 02:00:00,7200
1,MBU4,30/09/2020 12:41,30/09/2020 14:41,Accidental,Adverso,Condiciones Climáticas Adversas.,Loma Pyta,0 days 02:00:00,7200
2,MBU4,30/09/2020 12:41,30/09/2020 14:41,Accidental,Adverso,Condiciones Climáticas Adversas.,Ñu Guasu,0 days 02:00:00,7200
3,MBU4,30/09/2020 12:41,30/09/2020 14:41,Accidental,Adverso,Condiciones Climáticas Adversas.,Mburucuyá,0 days 02:00:00,7200
0,MBU4,30/09/2020 12:59,30/09/2020 14:59,Accidental,Adverso,Condiciones Climáticas Adversas.,Mbocayaty,0 days 02:00:00,7200
1,MBU4,30/09/2020 12:59,30/09/2020 14:59,Accidental,Adverso,Condiciones Climáticas Adversas.,Loma Pyta,0 days 02:00:00,7200
2,MBU4,30/09/2020 12:59,30/09/2020 14:59,Accidental,Adverso,Condiciones Climáticas Adversas.,Ñu Guasu,0 days 02:00:00,7200
3,MBU4,30/09/2020 12:59,30/09/2020 14:59,Accidental,Adverso,Condiciones Climáticas Adversas.,Mburucuyá,0 days 02:00:00,7200
0,MBU4,30/09/2020 13:10,30/09/2020 15:10,Accidental,Adverso,Condiciones Climáticas Adversas.,Mbocayaty,0 days 02:00:00,7200
1,MBU4,30/09/2020 13:10,30/09/2020 15:10,Accidental,Adverso,Condiciones Climáticas Adversas.,Loma Pyta,0 days 02:00:00,7200
2,MBU4,30/09/2020 13:10,30/09/2020 15:10,Accidental,Adverso,Condiciones Climáticas Adversas.,Ñu Guasu,0 days 02:00:00,7200
3,MBU4,30/09/2020 13:10,30/09/2020 15:10,Accidental,Adverso,Condiciones Climáticas Adversas.,Mburucuyá,0 days 02:00:00,7200
0,MBU4,30/09/2020 13:30,30/09/2020 15:40,Accidental,Adverso,Condiciones Climáticas Adversas.,Mbocayaty,0 days 02:10:00,7800
1,MBU4,30/09/2020 13:30,30/09/2020 15:40,Accidental,Adverso,Condiciones Climáticas Adversas.,Loma Pyta,0 days 02:10:00,7800
2,MBU4,30/09/2020 13:30,30/09/2020 15:40,Accidental,Adverso,Condiciones Climáticas Adversas.,Ñu Guasu,0 days 02:10:00,7800
3,MBU4,30/09/2020 13:30,30/09/2020 15:40,Accidental,Adverso,Condiciones Climáticas Adversas.,Mburucuyá,0 days 02:10:00,7800
0,MBU4,30/09/2020 18:29,30/09/2020 20:29,Accidental,Adverso,Condiciones Climáticas Adversas.,Mbocayaty,0 days 02:00:00,7200
1,MBU4,30/09/2020 18:29,30/09/2020 20:29,Accidental,Adverso,Condiciones Climáticas Adversas.,Loma Pyta,0 days 02:00:00,7200
2,MBU4,30/09/2020 18:29,30/09/2020 20:29,Accidental,Adverso,Condiciones Climáticas Adversas.,Ñu Guasu,0 days 02:00:00,7200
3,MBU4,30/09/2020 18:29,30/09/2020 20:29,Accidental,Adverso,Condiciones Climáticas Adversas.,Mburucuyá,0 days 02:00:00,7200
0,MBU4,30/09/2020 19:52,30/09/2020 21:52,Accidental,Adverso,Condiciones Climáticas Adversas.,Mbocayaty,0 days 02:00:00,7200
1,MBU4,30/09/2020 19:52,30/09/2020 21:52,Accidental,Adverso,Condiciones Climáticas Adversas.,Loma Pyta,0 days 02:00:00,7200
2,MBU4,30/09/2020 19:52,30/09/2020 21:52,Accidental,Adverso,Condiciones Climáticas Adversas.,Ñu Guasu,0 days 02:00:00,7200
3,MBU4,30/09/2020 19:52,30/09/2020 21:52,Accidental,Adverso,Condiciones Climáticas Adversas.,Mburucuyá,0 days 02:00:00,7200
0,MBU4,30/09/2020 20:06,30/09/2020 20:12,Accidental,Adverso,Alivio de carga y Seccionador N° 53927 averiado F3.,Mbocayaty,0 days 00:06:00,360
1,MBU4,30/09/2020 20:06,30/09/2020 20:12,Accidental,Adverso,Alivio de carga y Seccionador N° 53927 averiado F3.,Loma Pyta,0 days 00:06:00,360
2,MBU4,30/09/2020 20:06,30/09/2020 20:12,Accidental,Adverso,Alivio de carga y Seccionador N° 53927 averiado F3.,Ñu Guasu,0 days 00:06:00,360
3,MBU4,30/09/2020 20:06,30/09/2020 20:12,Accidental,Adverso,Alivio de carga y Seccionador N° 53927 averiado F3.,Mburucuyá,0 days 00:06:00,360
0,MBU5,7/09/2020 11:11,7/09/2020 11:46,Producción,Normal,"F/S LT 66kV PBO - MBU, se constató humareda enla sala 23kV de la SE-MBU.",Santísima Trinidad,0 days 00:35:00,2100
1,MBU5,7/09/2020 11:11,7/09/2020 11:46,Producción,Normal,"F/S LT 66kV PBO - MBU, se constató humareda enla sala 23kV de la SE-MBU.",Madame Lynch,0 days 00:35:00,2100
2,MBU5,7/09/2020 11:11,7/09/2020 11:46,Producción,Normal,"F/S LT 66kV PBO - MBU, se constató humareda enla sala 23kV de la SE-MBU.",Mbocayaty,0 days 00:35:00,2100
3,MBU5,7/09/2020 11:11,7/09/2020 11:46,Producción,Normal,"F/S LT 66kV PBO - MBU, se constató humareda enla sala 23kV de la SE-MBU.",Ñu Guasu,0 days 00:35:00,2100
4,MBU5,7/09/2020 11:11,7/09/2020 11:46,Producción,Normal,"F/S LT 66kV PBO - MBU, se constató humareda enla sala 23kV de la SE-MBU.",Salvador del Mundo,0 days 00:35:00,2100
5,MBU5,7/09/2020 11:11,7/09/2020 11:46,Producción,Normal,"F/S LT 66kV PBO - MBU, se constató humareda enla sala 23kV de la SE-MBU.",Mburucuyá,0 days 00:35:00,2100
0,MBU7,7/09/2020 11:11,7/09/2020 12:14,Producción,Normal,"F/S LT 66kV PBO - MBU, se constató humareda enla sala 23kV de la SE-MBU.",Virgen de la Asunción,0 days 01:03:00,3780
1,MBU7,7/09/2020 11:11,7/09/2020 12:14,Producción,Normal,"F/S LT 66kV PBO - MBU, se constató humareda enla sala 23kV de la SE-MBU.",Cañada Ybyray,0 days 01:03:00,3780
0,MRA11,18/09/2020 05:52,18/09/2020 07:52,Accidental,Normal,No establecido.,Loma Pyta,0 days 02:00:00,7200
0,PBO1,26/09/2020 12:49,26/09/2020 15:22,Accidental,Adverso,Condiciones Climáticas Adversas.,Santa Rosa,0 days 02:33:00,9180
1,PBO1,26/09/2020 12:49,26/09/2020 15:22,Accidental,Adverso,Condiciones Climáticas Adversas.,Virgen de la Asunción,0 days 02:33:00,9180
2,PBO1,26/09/2020 12:49,26/09/2020 15:22,Accidental,Adverso,Condiciones Climáticas Adversas.,Cañada Ybyray,0 days 02:33:00,9180
3,PBO1,26/09/2020 12:49,26/09/2020 15:22,Accidental,Adverso,Condiciones Climáticas Adversas.,Zeballos Cué,0 days 02:33:00,9180
4,PBO1,26/09/2020 12:49,26/09/2020 15:22,Accidental,Adverso,Condiciones Climáticas Adversas.,Bañado Cará Cará,0 days 02:33:00,9180
0,PBO1,26/09/2020 14:05,26/09/2020 15:22,Accidental,Adverso,Condiciones Climáticas Adversas.,Santa Rosa,0 days 01:17:00,4620
1,PBO1,26/09/2020 14:05,26/09/2020 15:22,Accidental,Adverso,Condiciones Climáticas Adversas.,Virgen de la Asunción,0 days 01:17:00,4620
2,PBO1,26/09/2020 14:05,26/09/2020 15:22,Accidental,Adverso,Condiciones Climáticas Adversas.,Cañada Ybyray,0 days 01:17:00,4620
3,PBO1,26/09/2020 14:05,26/09/2020 15:22,Accidental,Adverso,Condiciones Climáticas Adversas.,Zeballos Cué,0 days 01:17:00,4620
4,PBO1,26/09/2020 14:05,26/09/2020 15:22,Accidental,Adverso,Condiciones Climáticas Adversas.,Bañado Cará Cará,0 days 01:17:00,4620
0,PBO10,14/09/2020 05:38,14/09/2020 07:52,Accidental,Adverso,Condiciones Climáticas Adversas.,Bañado Cará Cará,0 days 02:14:00,8040
1,PBO10,14/09/2020 05:38,14/09/2020 07:52,Accidental,Adverso,Condiciones Climáticas Adversas.,Botánico,0 days 02:14:00,8040
2,PBO10,14/09/2020 05:38,14/09/2020 07:52,Accidental,Adverso,Condiciones Climáticas Adversas.,Santa Rosa,0 days 02:14:00,8040
0,PBO10,26/09/2020 13:59,26/09/2020 16:02,Accidental,Adverso,Condiciones Climáticas Adversas.,Bañado Cará Cará,0 days 02:03:00,7380
1,PBO10,26/09/2020 13:59,26/09/2020 16:02,Accidental,Adverso,Condiciones Climáticas Adversas.,Botánico,0 days 02:03:00,7380
2,PBO10,26/09/2020 13:59,26/09/2020 16:02,Accidental,Adverso,Condiciones Climáticas Adversas.,Santa Rosa,0 days 02:03:00,7380
0,PBO10,30/09/2020 12:45,30/09/2020 13:32,Accidental,Adverso,Condiciones Climáticas Adversas.,Bañado Cará Cará,0 days 00:47:00,2820
1,PBO10,30/09/2020 12:45,30/09/2020 13:32,Accidental,Adverso,Condiciones Climáticas Adversas.,Botánico,0 days 00:47:00,2820
2,PBO10,30/09/2020 12:45,30/09/2020 13:32,Accidental,Adverso,Condiciones Climáticas Adversas.,Santa Rosa,0 days 00:47:00,2820
0,PBO10,30/09/2020 13:39,30/09/2020 16:53,Accidental,Adverso,Condiciones Climáticas Adversas.,Bañado Cará Cará,0 days 03:14:00,11640
1,PBO10,30/09/2020 13:39,30/09/2020 16:53,Accidental,Adverso,Condiciones Climáticas Adversas.,Botánico,0 days 03:14:00,11640
2,PBO10,30/09/2020 13:39,30/09/2020 16:53,Accidental,Adverso,Condiciones Climáticas Adversas.,Santa Rosa,0 days 03:14:00,11640
0,PBO14,30/09/2020 22:45,30/09/2020 22:55,Programado,Adverso,"Abierto Interruptor, para efectuar maniobras.",Zeballos Cué,0 days 00:10:00,600
0,PBO17,11/09/2020 08:38,11/09/2020 08:40,Programado,Normal,"Abierto Interruptor, para efectuar maniobras.",Salvador del Mundo,0 days 00:02:00,120
1,PBO17,11/09/2020 08:38,11/09/2020 08:40,Programado,Normal,"Abierto Interruptor, para efectuar maniobras.",Mbocayaty,0 days 00:02:00,120
2,PBO17,11/09/2020 08:38,11/09/2020 08:40,Programado,Normal,"Abierto Interruptor, para efectuar maniobras.",Santa Rosa,0 days 00:02:00,120
3,PBO17,11/09/2020 08:38,11/09/2020 08:40,Programado,Normal,"Abierto Interruptor, para efectuar maniobras.",Santísima Trinidad,0 days 00:02:00,120
0,PBO17,26/09/2020 12:31,26/09/2020 13:50,Accidental,Adverso,Condiciones Climáticas Adversas.,Salvador del Mundo,0 days 01:19:00,4740
1,PBO17,26/09/2020 12:31,26/09/2020 13:50,Accidental,Adverso,Condiciones Climáticas Adversas.,Mbocayaty,0 days 01:19:00,4740
2,PBO17,26/09/2020 12:31,26/09/2020 13:50,Accidental,Adverso,Condiciones Climáticas Adversas.,Santa Rosa,0 days 01:19:00,4740
3,PBO17,26/09/2020 12:31,26/09/2020 13:50,Accidental,Adverso,Condiciones Climáticas Adversas.,Santísima Trinidad,0 days 01:19:00,4740
0,PBO17,30/09/2020 13:33,30/09/2020 14:15,Accidental,Adverso,Condiciones Climáticas Adversas.,Salvador del Mundo,0 days 00:42:00,2520
1,PBO17,30/09/2020 13:33,30/09/2020 14:15,Accidental,Adverso,Condiciones Climáticas Adversas.,Mbocayaty,0 days 00:42:00,2520
2,PBO17,30/09/2020 13:33,30/09/2020 14:15,Accidental,Adverso,Condiciones Climáticas Adversas.,Santa Rosa,0 days 00:42:00,2520
3,PBO17,30/09/2020 13:33,30/09/2020 14:15,Accidental,Adverso,Condiciones Climáticas Adversas.,Santísima Trinidad,0 days 00:42:00,2520
0,PBO17,30/09/2020 14:30,30/09/2020 16:46,Accidental,Adverso,Condiciones Climáticas Adversas.,Salvador del Mundo,0 days 02:16:00,8160
1,PBO17,30/09/2020 14:30,30/09/2020 16:46,Accidental,Adverso,Condiciones Climáticas Adversas.,Mbocayaty,0 days 02:16:00,8160
2,PBO17,30/09/2020 14:30,30/09/2020 16:46,Accidental,Adverso,Condiciones Climáticas Adversas.,Santa Rosa,0 days 02:16:00,8160
3,PBO17,30/09/2020 14:30,30/09/2020 16:46,Accidental,Adverso,Condiciones Climáticas Adversas.,Santísima Trinidad,0 days 02:16:00,8160
0,PBO20,30/09/2020 20:46,30/09/2020 21:42,Accidental,Adverso,Condiciones Climáticas Adversas.,Botánico,0 days 00:56:00,3360
0,PBO20,30/09/2020 21:53,30/09/2020 23:02,Accidental,Adverso,Condiciones Climáticas Adversas.,Botánico,0 days 01:09:00,4140
0,PBO6,26/09/2020 10:47,26/09/2020 11:49,Accidental,Adverso,Condiciones Climáticas Adversas.,Santísima Trinidad,0 days 01:02:00,3720
1,PBO6,26/09/2020 10:47,26/09/2020 11:49,Accidental,Adverso,Condiciones Climáticas Adversas.,Virgen de la Asunción,0 days 01:02:00,3720
2,PBO6,26/09/2020 10:47,26/09/2020 11:49,Accidental,Adverso,Condiciones Climáticas Adversas.,Cañada Ybyray,0 days 01:02:00,3720
3,PBO6,26/09/2020 10:47,26/09/2020 11:49,Accidental,Adverso,Condiciones Climáticas Adversas.,Bañado Cará Cará,0 days 01:02:00,3720
0,PCA1,5/09/2020 05:00,5/09/2020 05:45,Accidental,Normal,Tramo subterráneo averiado. PE Oddone a PE LasColinas.,San Roque,0 days 00:45:00,2700
1,PCA1,5/09/2020 05:00,5/09/2020 05:45,Accidental,Normal,Tramo subterráneo averiado. PE Oddone a PE LasColinas.,La Catedral,0 days 00:45:00,2700
0,PCA1,5/09/2020 05:49,5/09/2020 05:51,Accidental,Normal,Tramo subterráneo averiado. PE Oddone a PE LasColinas.,San Roque,0 days 00:02:00,120
1,PCA1,5/09/2020 05:49,5/09/2020 05:51,Accidental,Normal,Tramo subterráneo averiado. PE Oddone a PE LasColinas.,La Catedral,0 days 00:02:00,120
0,PCA1,15/09/2020 10:47,15/09/2020 11:14,Producción,Normal,Fuera de servicio TR-01. ES-PCA.,San Roque,0 days 00:27:00,1620
1,PCA1,15/09/2020 10:47,15/09/2020 11:14,Producción,Normal,Fuera de servicio TR-01. ES-PCA.,La Catedral,0 days 00:27:00,1620
0,PCA1,16/09/2020 00:34,16/09/2020 00:35,Producción,Normal,Canalización del TR-01. ES-PCA.,San Roque,0 days 00:01:00,60
1,PCA1,16/09/2020 00:34,16/09/2020 00:35,Producción,Normal,Canalización del TR-01. ES-PCA.,La Catedral,0 days 00:01:00,60
0,PCA1,17/09/2020 03:50,17/09/2020 04:08,Accidental,Normal,No establecido.,San Roque,0 days 00:18:00,1080
1,PCA1,17/09/2020 03:50,17/09/2020 04:08,Accidental,Normal,No establecido.,La Catedral,0 days 00:18:00,1080
0,PCA11,8/09/2020 09:30,8/09/2020 09:39,Producción,Normal,"F/S TR-05 23kV ES-PCA, afectando a la BarraB/23kV.",Ricardo Brugada,0 days 00:09:00,540
1,PCA11,8/09/2020 09:30,8/09/2020 09:39,Producción,Normal,"F/S TR-05 23kV ES-PCA, afectando a la BarraB/23kV.",San Felipe,0 days 00:09:00,540
0,PCA11,9/09/2020 10:13,9/09/2020 10:17,Programado,Normal,Trabajos programados. MEMO DD/DCC1/232/2020.,Ricardo Brugada,0 days 00:04:00,240
1,PCA11,9/09/2020 10:13,9/09/2020 10:17,Programado,Normal,Trabajos programados. MEMO DD/DCC1/232/2020.,San Felipe,0 days 00:04:00,240
0,PCA5,15/09/2020 10:47,15/09/2020 11:14,Producción,Normal,Fuera de servicio TR-01. ES-PCA.,La Catedral,0 days 00:27:00,1620
0,PCA5,16/09/2020 00:34,16/09/2020 00:35,Producción,Normal,Canalización del TR-01. ES-PCA.,La Catedral,0 days 00:01:00,60
0,PCA6,15/09/2020 10:47,15/09/2020 11:14,Producción,Normal,Fuera de servicio TR-01. ES-PCA.,La Catedral,0 days 00:27:00,1620
0,PCA6,16/09/2020 00:34,16/09/2020 00:35,Producción,Normal,Canalización del TR-01. ES-PCA.,La Catedral,0 days 00:01:00,60
0,PCA8,26/09/2020 13:44,26/09/2020 16:39,Accidental,Adverso,Condiciones Climáticas Adversas.,Banco San Miguel,0 days 02:55:00,10500
1,PCA8,26/09/2020 13:44,26/09/2020 16:39,Accidental,Adverso,Condiciones Climáticas Adversas.,Tablada Nueva,0 days 02:55:00,10500
2,PCA8,26/09/2020 13:44,26/09/2020 16:39,Accidental,Adverso,Condiciones Climáticas Adversas.,Jara,0 days 02:55:00,10500
0,PSA11,2/09/2020 17:25,2/09/2020 18:00,Accidental,Normal,No establecido.,Bañado Tacumbu,0 days 00:35:00,2100
1,PSA11,2/09/2020 17:25,2/09/2020 18:00,Accidental,Normal,No establecido.,Sajonia,0 days 00:35:00,2100
0,PSA11,6/09/2020 05:32,6/09/2020 05:57,Accidental,Normal,No establecido.,Bañado Tacumbu,0 days 00:25:00,1500
1,PSA11,6/09/2020 05:32,6/09/2020 05:57,Accidental,Normal,No establecido.,Sajonia,0 days 00:25:00,1500
0,PSA11,26/09/2020 10:19,26/09/2020 11:41,Accidental,Adverso,Condiciones Climáticas Adversas.,Bañado Tacumbu,0 days 01:22:00,4920
1,PSA11,26/09/2020 10:19,26/09/2020 11:41,Accidental,Adverso,Condiciones Climáticas Adversas.,Sajonia,0 days 01:22:00,4920
0,PSA11,29/09/2020 03:03,29/09/2020 03:05,Producción,Normal,Cambio de configuración.,Bañado Tacumbu,0 days 00:02:00,120
1,PSA11,29/09/2020 03:03,29/09/2020 03:05,Producción,Normal,Cambio de configuración.,Sajonia,0 days 00:02:00,120
0,PSA12,6/09/2020 05:32,6/09/2020 05:50,Producción,Normal,F/S TR-01 y TR-02 23kV ES-PSA.,Carlos A. López,0 days 00:18:00,1080
0,PSA12,29/09/2020 03:03,29/09/2020 03:05,Producción,Normal,Cambio de configuración.,Carlos A. López,0 days 00:02:00,120
0,PSA3,6/09/2020 05:32,6/09/2020 05:50,Producción,Normal,F/S TR-01 y TR-02 23kV ES-PSA.,San Antonio,0 days 00:18:00,1080
1,PSA3,6/09/2020 05:32,6/09/2020 05:50,Producción,Normal,F/S TR-01 y TR-02 23kV ES-PSA.,Dr. Gaspar Rodríguez de Francia,0 days 00:18:00,1080
0,PSA3,14/09/2020 04:12,14/09/2020 04:44,Accidental,Adverso,Condiciones Climáticas Adversas.,San Antonio,0 days 00:32:00,1920
1,PSA3,14/09/2020 04:12,14/09/2020 04:44,Accidental,Adverso,Condiciones Climáticas Adversas.,Dr. Gaspar Rodríguez de Francia,0 days 00:32:00,1920
0,PSA3,14/09/2020 04:48,14/09/2020 05:15,Accidental,Adverso,Condiciones Climáticas Adversas.,San Antonio,0 days 00:27:00,1620
1,PSA3,14/09/2020 04:48,14/09/2020 05:15,Accidental,Adverso,Condiciones Climáticas Adversas.,Dr. Gaspar Rodríguez de Francia,0 days 00:27:00,1620
0,PSA3,26/09/2020 10:19,26/09/2020 11:40,Accidental,Adverso,Condiciones Climáticas Adversas.,San Antonio,0 days 01:21:00,4860
1,PSA3,26/09/2020 10:19,26/09/2020 11:40,Accidental,Adverso,Condiciones Climáticas Adversas.,Dr. Gaspar Rodríguez de Francia,0 days 01:21:00,4860
0,PSA3,29/09/2020 03:03,29/09/2020 03:05,Producción,Normal,Cambio de configuración.,San Antonio,0 days 00:02:00,120
1,PSA3,29/09/2020 03:03,29/09/2020 03:05,Producción,Normal,Cambio de configuración.,Dr. Gaspar Rodríguez de Francia,0 days 00:02:00,120
0,PSA4,6/09/2020 05:32,6/09/2020 05:50,Producción,Normal,F/S TR-01 y TR-02 23kV ES-PSA.,Ita Pyta Punta,0 days 00:18:00,1080
0,PSA4,29/09/2020 03:03,29/09/2020 03:05,Producción,Normal,Cambio de configuración.,Ita Pyta Punta,0 days 00:02:00,120
0,PSA5,6/09/2020 05:32,6/09/2020 05:50,Producción,Normal,F/S TR-01 y TR-02 23kV ES-PSA.,La Encarnación,0 days 00:18:00,1080
1,PSA5,6/09/2020 05:32,6/09/2020 05:50,Producción,Normal,F/S TR-01 y TR-02 23kV ES-PSA.,San Antonio,0 days 00:18:00,1080
2,PSA5,6/09/2020 05:32,6/09/2020 05:50,Producción,Normal,F/S TR-01 y TR-02 23kV ES-PSA.,Ita Pyta Punta,0 days 00:18:00,1080
3,PSA5,6/09/2020 05:32,6/09/2020 05:50,Producción,Normal,F/S TR-01 y TR-02 23kV ES-PSA.,Dr. Gaspar Rodríguez de Francia,0 days 00:18:00,1080
0,PSA5,14/09/2020 20:30,14/09/2020 20:39,Accidental,Adverso,Descargador averiado. Dr. Coronel y A. Silva.,La Encarnación,0 days 00:09:00,540
1,PSA5,14/09/2020 20:30,14/09/2020 20:39,Accidental,Adverso,Descargador averiado. Dr. Coronel y A. Silva.,San Antonio,0 days 00:09:00,540
2,PSA5,14/09/2020 20:30,14/09/2020 20:39,Accidental,Adverso,Descargador averiado. Dr. Coronel y A. Silva.,Ita Pyta Punta,0 days 00:09:00,540
3,PSA5,14/09/2020 20:30,14/09/2020 20:39,Accidental,Adverso,Descargador averiado. Dr. Coronel y A. Silva.,Dr. Gaspar Rodríguez de Francia,0 days 00:09:00,540
0,PSA5,25/09/2020 10:36,25/09/2020 11:20,Accidental,Normal,Línea subterránea averiada. Empresa Cono. Sinestado de precausión.,La Encarnación,0 days 00:44:00,2640
1,PSA5,25/09/2020 10:36,25/09/2020 11:20,Accidental,Normal,Línea subterránea averiada. Empresa Cono. Sinestado de precausión.,San Antonio,0 days 00:44:00,2640
2,PSA5,25/09/2020 10:36,25/09/2020 11:20,Accidental,Normal,Línea subterránea averiada. Empresa Cono. Sinestado de precausión.,Ita Pyta Punta,0 days 00:44:00,2640
3,PSA5,25/09/2020 10:36,25/09/2020 11:20,Accidental,Normal,Línea subterránea averiada. Empresa Cono. Sinestado de precausión.,Dr. Gaspar Rodríguez de Francia,0 days 00:44:00,2640
0,PSA5,29/09/2020 03:03,29/09/2020 03:05,Producción,Normal,Cambio de configuración.,La Encarnación,0 days 00:02:00,120
1,PSA5,29/09/2020 03:03,29/09/2020 03:05,Producción,Normal,Cambio de configuración.,San Antonio,0 days 00:02:00,120
2,PSA5,29/09/2020 03:03,29/09/2020 03:05,Producción,Normal,Cambio de configuración.,Ita Pyta Punta,0 days 00:02:00,120
3,PSA5,29/09/2020 03:03,29/09/2020 03:05,Producción,Normal,Cambio de configuración.,Dr. Gaspar Rodríguez de Francia,0 days 00:02:00,120
0,PSA6,6/09/2020 05:32,6/09/2020 05:50,Producción,Normal,F/S TR-01 y TR-02 23kV ES-PSA.,San Antonio,0 days 00:18:00,1080
1,PSA6,6/09/2020 05:32,6/09/2020 05:50,Producción,Normal,F/S TR-01 y TR-02 23kV ES-PSA.,Ita Pyta Punta,0 days 00:18:00,1080
2,PSA6,6/09/2020 05:32,6/09/2020 05:50,Producción,Normal,F/S TR-01 y TR-02 23kV ES-PSA.,Dr. Gaspar Rodríguez de Francia,0 days 00:18:00,1080
0,PSA6,29/09/2020 03:03,29/09/2020 03:05,Producción,Normal,Cambio de configuración.,San Antonio,0 days 00:02:00,120
1,PSA6,29/09/2020 03:03,29/09/2020 03:05,Producción,Normal,Cambio de configuración.,Ita Pyta Punta,0 days 00:02:00,120
2,PSA6,29/09/2020 03:03,29/09/2020 03:05,Producción,Normal,Cambio de configuración.,Dr. Gaspar Rodríguez de Francia,0 days 00:02:00,120
0,PSA7,6/09/2020 05:32,6/09/2020 05:50,Producción,Normal,F/S TR-01 y TR-02 23kV ES-PSA.,Bañado Tacumbu,0 days 00:18:00,1080
1,PSA7,6/09/2020 05:32,6/09/2020 05:50,Producción,Normal,F/S TR-01 y TR-02 23kV ES-PSA.,Carlos A. López,0 days 00:18:00,1080
0,PSA7,25/09/2020 09:20,25/09/2020 10:02,Accidental,Normal,SF operado. 15 Proyectadas y Montevideo.,Bañado Tacumbu,0 days 00:42:00,2520
1,PSA7,25/09/2020 09:20,25/09/2020 10:02,Accidental,Normal,SF operado. 15 Proyectadas y Montevideo.,Carlos A. López,0 days 00:42:00,2520
0,PSA7,29/09/2020 03:03,29/09/2020 03:05,Producción,Normal,Cambio de configuración.,Bañado Tacumbu,0 days 00:02:00,120
1,PSA7,29/09/2020 03:03,29/09/2020 03:05,Producción,Normal,Cambio de configuración.,Carlos A. López,0 days 00:02:00,120
0,PSA8,6/09/2020 05:32,6/09/2020 05:50,Producción,Normal,F/S TR-01 y TR-02 23kV ES-PSA.,Bañado Tacumbu,0 days 00:18:00,1080
1,PSA8,6/09/2020 05:32,6/09/2020 05:50,Producción,Normal,F/S TR-01 y TR-02 23kV ES-PSA.,Carlos A. López,0 days 00:18:00,1080
0,PSA8,29/09/2020 03:03,29/09/2020 03:05,Producción,Normal,Cambio de configuración.,San Antonio,0 days 00:02:00,120
0,PSA9,6/09/2020 05:32,6/09/2020 05:50,Producción,Normal,F/S TR-01 y TR-02 23kV ES-PSA.,Carlos A. López,0 days 00:18:00,1080
0,PSA9,29/09/2020 03:03,29/09/2020 03:05,Producción,Normal,Cambio de configuración.,Carlos A. López,0 days 00:02:00,120
0,REP1,14/09/2020 05:38,14/09/2020 06:28,Accidental,Adverso,Condiciones Climáticas Adversas.,Dr. Roberto L. Petit,0 days 00:50:00,3000
0,REP1,26/09/2020 02:50,26/09/2020 03:15,Producción,Normal,Cambio de configuración CH-IPU/CH-YAC.,Dr. Roberto L. Petit,0 days 00:25:00,1500
0,REP2,8/09/2020 14:33,8/09/2020 15:03,Accidental,Normal,"Fusible operado, PD Exclusivo. Japón y FélixBogado.",Republicano,0 days 00:30:00,1800
1,REP2,8/09/2020 14:33,8/09/2020 15:03,Accidental,Normal,"Fusible operado, PD Exclusivo. Japón y FélixBogado.",Santa Librada,0 days 00:30:00,1800
0,REP2,11/09/2020 15:52,11/09/2020 16:41,Accidental,Normal,Línea MT floja y en contacto con brazo de AP sobreConcepción e/ Prieto Yegros y 3era.,Republicano,0 days 00:49:00,2940
1,REP2,11/09/2020 15:52,11/09/2020 16:41,Accidental,Normal,Línea MT floja y en contacto con brazo de AP sobreConcepción e/ Prieto Yegros y 3era.,Santa Librada,0 days 00:49:00,2940
0,REP2,19/09/2020 07:50,19/09/2020 08:14,Accidental,Normal,Ramas sobre Línea MT. Toledo y Davalos.,Republicano,0 days 00:24:00,1440
1,REP2,19/09/2020 07:50,19/09/2020 08:14,Accidental,Normal,Ramas sobre Línea MT. Toledo y Davalos.,Santa Librada,0 days 00:24:00,1440
0,REP2,26/09/2020 02:50,26/09/2020 03:15,Producción,Normal,Cambio de configuración CH-IPU/CH-YAC.,Republicano,0 days 00:25:00,1500
1,REP2,26/09/2020 02:50,26/09/2020 03:15,Producción,Normal,Cambio de configuración CH-IPU/CH-YAC.,Santa Librada,0 days 00:25:00,1500
0,REP2,30/09/2020 23:15,30/09/2020 23:27,Accidental,Adverso,SF operado. Derivación en Santa Rosa y Perón.,Republicano,0 days 00:12:00,720
