PRIMARIO,FUERA DE SERVICIO,REPOSICION,TIPO DE EVENTO,ESTADO DEL CLIMA,OBSERVACION,BARRIO,DURACION,DURACION SEGS
BPA4,18/03/2020 19:24,18/03/2020 21:24,Accidental,Adverso,Condiciones climáticas adversas.,Santa María,0 days 02:00:00,7200
BPA4,19/03/2020 10:07,19/03/2020 10:22,Accidental,Normal,No establecido.,Luis Alberto de Herrera,0 days 00:15:00,900
BPA4,19/03/2020 10:07,19/03/2020 10:22,Accidental,Normal,No establecido.,San Cristóbal,0 days 00:15:00,900
BPA4,19/03/2020 10:07,19/03/2020 10:22,Accidental,Normal,No establecido.,Santa María,0 days 00:15:00,900
BPA5,8/03/2020 09:45,08/03/2020 11:45,Accidental,Normal,No establecido.,San Cristóbal,0 days 02:00:00,7200
BPA5,8/03/2020 09:45,08/03/2020 11:45,Accidental,Normal,No establecido.,Recoleta,0 days 02:00:00,7200
BPA5,28/03/2020 11:05,28/03/2020 12:26,Accidental,Normal,No establecido.,San Cristóbal,0 days 01:21:00,4860
BPA5,28/03/2020 11:05,28/03/2020 12:26,Accidental,Normal,No establecido.,Recoleta,0 days 01:21:00,4860
CEN3,13/03/2020 10:17,13/03/2020 10:21,Producción,Normal,Cambio de Fuente.,La Catedral,0 days 00:04:00,240
CEN3,13/03/2020 10:17,13/03/2020 10:21,Producción,Normal,Cambio de Fuente.,La Encarnación,0 days 00:04:00,240
CEN3,27/03/2020 03:05,27/03/2020 03:07,Producción,Normal,Cambio de Fuente CH-YAC/CH-IPU.,La Catedral,0 days 00:02:00,120
CEN3,27/03/2020 03:05,27/03/2020 03:07,Producción,Normal,Cambio de Fuente CH-YAC/CH-IPU.,La Encarnación,0 days 00:02:00,120
