,PRIMARIO,FUERA DE SERVICIO,REPOSICION,TIPO DE EVENTO,ESTADO DEL CLIMA,OBSERVACION,BARRIO,DURACION,DURACION SEGS
2,PBO10,25/10/2020 15:30,25/10/2020 15:53,Accidental,Normal,Línea MT Suelta y Cruceta MT rota. PrimerPresidente e/ Viuda de las llanas y 8 de Junio.,Santa Rosa,0 days 00:23:00,1380
0,PBO10,26/10/2020 01:50,26/10/2020 03:47,Accidental,Adverso,Condiciones Climáticas Adversas.,Bañado Cará Cará,0 days 01:57:00,7020
1,PBO10,26/10/2020 01:50,26/10/2020 03:47,Accidental,Adverso,Condiciones Climáticas Adversas.,Botánico,0 days 01:57:00,7020
2,PBO10,26/10/2020 01:50,26/10/2020 03:47,Accidental,Adverso,Condiciones Climáticas Adversas.,Santa Rosa,0 days 01:57:00,7020
0,PBO10,26/10/2020 18:09,26/10/2020 18:33,Accidental,Normal,Abierto interruptor para efectuar maniobras.Seccionador N° 1 (54551) averiado.,Bañado Cará Cará,0 days 00:24:00,1440
1,PBO10,26/10/2020 18:09,26/10/2020 18:33,Accidental,Normal,Abierto interruptor para efectuar maniobras.Seccionador N° 1 (54551) averiado.,Botánico,0 days 00:24:00,1440
2,PBO10,26/10/2020 18:09,26/10/2020 18:33,Accidental,Normal,Abierto interruptor para efectuar maniobras.Seccionador N° 1 (54551) averiado.,Santa Rosa,0 days 00:24:00,1440
0,PBO14,29/10/2020 05:44,29/10/2020 06:50,Accidental,Normal,No establecido.,Zeballos Cué,0 days 01:06:00,3960
0,PBO17,1/10/2020 12:15,1/10/2020 12:43,Accidental,Adverso,Condiciones Climáticas Adversas. Condicionesclimáticas adversas.,Salvador del Mundo,0 days 00:28:00,1680
1,PBO17,1/10/2020 12:15,1/10/2020 12:43,Accidental,Adverso,Condiciones Climáticas Adversas. Condicionesclimáticas adversas.,Mbocayaty,0 days 00:28:00,1680
2,PBO17,1/10/2020 12:15,1/10/2020 12:43,Accidental,Adverso,Condiciones Climáticas Adversas. Condicionesclimáticas adversas.,Santa Rosa,0 days 00:28:00,1680
3,PBO17,1/10/2020 12:15,1/10/2020 12:43,Accidental,Adverso,Condiciones Climáticas Adversas. Condicionesclimáticas adversas.,Santísima Trinidad,0 days 00:28:00,1680
0,PBO17,2/10/2020 08:04,2/10/2020 08:11,Accidental,Adverso,Al efectuar maniobra en el Seccionador N° 52432.,Salvador del Mundo,0 days 00:07:00,420
1,PBO17,2/10/2020 08:04,2/10/2020 08:11,Accidental,Adverso,Al efectuar maniobra en el Seccionador N° 52432.,Mbocayaty,0 days 00:07:00,420
2,PBO17,2/10/2020 08:04,2/10/2020 08:11,Accidental,Adverso,Al efectuar maniobra en el Seccionador N° 52432.,Santa Rosa,0 days 00:07:00,420
3,PBO17,2/10/2020 08:04,2/10/2020 08:11,Accidental,Adverso,Al efectuar maniobra en el Seccionador N° 52432.,Santísima Trinidad,0 days 00:07:00,420
0,PBO17,26/10/2020 01:50,26/10/2020 03:45,Accidental,Adverso,Condiciones Climáticas Adversas.,Salvador del Mundo,0 days 01:55:00,6900
1,PBO17,26/10/2020 01:50,26/10/2020 03:45,Accidental,Adverso,Condiciones Climáticas Adversas.,Mbocayaty,0 days 01:55:00,6900
2,PBO17,26/10/2020 01:50,26/10/2020 03:45,Accidental,Adverso,Condiciones Climáticas Adversas.,Santa Rosa,0 days 01:55:00,6900
3,PBO17,26/10/2020 01:50,26/10/2020 03:45,Accidental,Adverso,Condiciones Climáticas Adversas.,Santísima Trinidad,0 days 01:55:00,6900
0,PBO20,1/10/2020 11:20,1/10/2020 13:49,Accidental,Adverso,Condiciones Climáticas Adversas.,Botánico,0 days 02:29:00,8940
0,PBO20,26/10/2020 02:17,26/10/2020 11:56,Accidental,Adverso,Condiciones Climáticas Adversas.,Botánico,0 days 09:39:00,34740
0,PBO20,26/10/2020 12:31,26/10/2020 12:33,Accidental,Adverso,Puente MT Suelto en la RTU N° 50262. Línea MTdesprendida frente a Viñas Cue.,Botánico,0 days 00:02:00,120
0,PBO20,26/10/2020 17:25,26/10/2020 17:38,Accidental,Normal,Abierto interruptor para efectuar reparación de líneaMT desprendida del aislador y cambio de cruceta MTrota.,Botánico,0 days 00:13:00,780
0,PBO21,23/10/2020 23:02,24/10/2020 01:24,Accidental,Normal,Línea MT Suelta y aislador averiado.,Zeballos Cué,0 days 02:22:00,8520
0,PBO6,25/10/2020 07:12,25/10/2020 07:37,Programado,Normal,CORTE DO/ACO/1547/2020.,Santísima Trinidad,0 days 00:25:00,1500
1,PBO6,25/10/2020 07:12,25/10/2020 07:37,Programado,Normal,CORTE DO/ACO/1547/2020.,Virgen de la Asunción,0 days 00:25:00,1500
2,PBO6,25/10/2020 07:12,25/10/2020 07:37,Programado,Normal,CORTE DO/ACO/1547/2020.,Cañada Ybyray,0 days 00:25:00,1500
3,PBO6,25/10/2020 07:12,25/10/2020 07:37,Programado,Normal,CORTE DO/ACO/1547/2020.,Bañado Cará Cará,0 days 00:25:00,1500
0,PBO6,26/10/2020 09:33,26/10/2020 10:11,Accidental,Adverso,SF averiado. Genaro Romero y Escobar.,Santísima Trinidad,0 days 00:38:00,2280
1,PBO6,26/10/2020 09:33,26/10/2020 10:11,Accidental,Adverso,SF averiado. Genaro Romero y Escobar.,Virgen de la Asunción,0 days 00:38:00,2280
2,PBO6,26/10/2020 09:33,26/10/2020 10:11,Accidental,Adverso,SF averiado. Genaro Romero y Escobar.,Cañada Ybyray,0 days 00:38:00,2280
3,PBO6,26/10/2020 09:33,26/10/2020 10:11,Accidental,Adverso,SF averiado. Genaro Romero y Escobar.,Bañado Cará Cará,0 days 00:38:00,2280
0,PCA1,4/10/2020 07:31,4/10/2020 08:11,Programado,Normal,MEMO DD/DCC1/265/2020.,Santísima Trinidad,0 days 00:40:00,2400
1,PCA1,4/10/2020 07:31,4/10/2020 08:11,Programado,Normal,MEMO DD/DCC1/265/2020.,Virgen de la Asunción,0 days 00:40:00,2400
2,PCA1,4/10/2020 07:31,4/10/2020 08:11,Programado,Normal,MEMO DD/DCC1/265/2020.,Cañada Ybyray,0 days 00:40:00,2400
3,PCA1,4/10/2020 07:31,4/10/2020 08:11,Programado,Normal,MEMO DD/DCC1/265/2020.,Bañado Cará Cará,0 days 00:40:00,2400
0,PCA1,4/10/2020 14:05,4/10/2020 14:07,Programado,Normal,MEMO DD/DCC1/265/2020.,Santísima Trinidad,0 days 00:02:00,120
1,PCA1,4/10/2020 14:05,4/10/2020 14:07,Programado,Normal,MEMO DD/DCC1/265/2020.,Virgen de la Asunción,0 days 00:02:00,120
2,PCA1,4/10/2020 14:05,4/10/2020 14:07,Programado,Normal,MEMO DD/DCC1/265/2020.,Cañada Ybyray,0 days 00:02:00,120
3,PCA1,4/10/2020 14:05,4/10/2020 14:07,Programado,Normal,MEMO DD/DCC1/265/2020.,Bañado Cará Cará,0 days 00:02:00,120
0,PCA1,9/10/2020 15:17,9/10/2020 15:50,Accidental,Normal,Línea MT suelta. Azara y Curupaity.,Santísima Trinidad,0 days 00:33:00,1980
1,PCA1,9/10/2020 15:17,9/10/2020 15:50,Accidental,Normal,Línea MT suelta. Azara y Curupaity.,Virgen de la Asunción,0 days 00:33:00,1980
2,PCA1,9/10/2020 15:17,9/10/2020 15:50,Accidental,Normal,Línea MT suelta. Azara y Curupaity.,Cañada Ybyray,0 days 00:33:00,1980
3,PCA1,9/10/2020 15:17,9/10/2020 15:50,Accidental,Normal,Línea MT suelta. Azara y Curupaity.,Bañado Cará Cará,0 days 00:33:00,1980
0,PCA1,13/10/2020 12:57,13/10/2020 13:13,Accidental,Normal,Línea Subterránea averiada tramo SM191-SM247.Antequera y Rca. Colombia por terceros. Sin estadode precaución.,San Roque,0 days 00:16:00,960
1,PCA1,13/10/2020 12:57,13/10/2020 13:13,Accidental,Normal,Línea Subterránea averiada tramo SM191-SM247.Antequera y Rca. Colombia por terceros. Sin estadode precaución.,La Catedral,0 days 00:16:00,960
0,PCA1,26/10/2020 02:07,26/10/2020 03:29,Accidental,Adverso,Condiciones Climáticas Adversas.,San Roque,0 days 01:22:00,4920
1,PCA1,26/10/2020 02:07,26/10/2020 03:29,Accidental,Adverso,Condiciones Climáticas Adversas.,La Catedral,0 days 01:22:00,4920
0,PCA11,19/10/2020 23:18,19/10/2020 23:48,Accidental,Normal,No establecido.,Ricardo Brugada,0 days 00:30:00,1800
1,PCA11,19/10/2020 23:18,19/10/2020 23:48,Accidental,Normal,No establecido.,San Felipe,0 days 00:30:00,1800
0,PCA11,24/10/2020 00:07,24/10/2020 02:08,Accidental,Normal,No establecido.,Ricardo Brugada,0 days 02:01:00,7260
1,PCA11,24/10/2020 00:07,24/10/2020 02:08,Accidental,Normal,No establecido.,San Felipe,0 days 02:01:00,7260
0,PCA5,4/10/2020 07:31,4/10/2020 08:11,Programado,Normal,MEMO DD/DCC1/265/2020.,La Encarnación,0 days 00:40:00,2400
1,PCA5,4/10/2020 07:31,4/10/2020 08:11,Programado,Normal,MEMO DD/DCC1/265/2020.,San Antonio,0 days 00:40:00,2400
2,PCA5,4/10/2020 07:31,4/10/2020 08:11,Programado,Normal,MEMO DD/DCC1/265/2020.,Ita Pyta Punta,0 days 00:40:00,2400
3,PCA5,4/10/2020 07:31,4/10/2020 08:11,Programado,Normal,MEMO DD/DCC1/265/2020.,Dr. Gaspar Rodríguez de Francia,0 days 00:40:00,2400
0,PCA5,4/10/2020 14:05,4/10/2020 14:07,Programado,Normal,MEMO DD/DCC1/265/2020.,La Encarnación,0 days 00:02:00,120
1,PCA5,4/10/2020 14:05,4/10/2020 14:07,Programado,Normal,MEMO DD/DCC1/265/2020.,San Antonio,0 days 00:02:00,120
2,PCA5,4/10/2020 14:05,4/10/2020 14:07,Programado,Normal,MEMO DD/DCC1/265/2020.,Ita Pyta Punta,0 days 00:02:00,120
3,PCA5,4/10/2020 14:05,4/10/2020 14:07,Programado,Normal,MEMO DD/DCC1/265/2020.,Dr. Gaspar Rodríguez de Francia,0 days 00:02:00,120
0,PCA5,26/10/2020 05:27,26/10/2020 06:53,Accidental,Adverso,Condiciones Climáticas Adversas.,La Encarnación,0 days 01:26:00,5160
1,PCA5,26/10/2020 05:27,26/10/2020 06:53,Accidental,Adverso,Condiciones Climáticas Adversas.,San Antonio,0 days 01:26:00,5160
2,PCA5,26/10/2020 05:27,26/10/2020 06:53,Accidental,Adverso,Condiciones Climáticas Adversas.,Ita Pyta Punta,0 days 01:26:00,5160
3,PCA5,26/10/2020 05:27,26/10/2020 06:53,Accidental,Adverso,Condiciones Climáticas Adversas.,Dr. Gaspar Rodríguez de Francia,0 days 01:26:00,5160
0,PCA6,4/10/2020 07:31,4/10/2020 08:11,Programado,Normal,MEMO DD/DCC1/265/2020.,La Catedral,0 days 00:40:00,2400
0,PCA6,4/10/2020 14:05,4/10/2020 14:07,Programado,Normal,MEMO DD/DCC1/265/2020.,La Catedral,0 days 00:02:00,120
0,PCA8,14/10/2020 19:15,14/10/2020 20:58,Accidental,Adverso,Fusible operado. India y San Miguel.,Banco San Miguel,0 days 01:43:00,6180
1,PCA8,14/10/2020 19:15,14/10/2020 20:58,Accidental,Adverso,Fusible operado. India y San Miguel.,Tablada Nueva,0 days 01:43:00,6180
2,PCA8,14/10/2020 19:15,14/10/2020 20:58,Accidental,Adverso,Fusible operado. India y San Miguel.,Jara,0 days 01:43:00,6180
0,PCA8,26/10/2020 01:46,26/10/2020 03:30,Accidental,Adverso,Condiciones Climáticas Adversas.,Banco San Miguel,0 days 01:44:00,6240
1,PCA8,26/10/2020 01:46,26/10/2020 03:30,Accidental,Adverso,Condiciones Climáticas Adversas.,Tablada Nueva,0 days 01:44:00,6240
2,PCA8,26/10/2020 01:46,26/10/2020 03:30,Accidental,Adverso,Condiciones Climáticas Adversas.,Jara,0 days 01:44:00,6240
0,PCA8,26/10/2020 15:52,26/10/2020 17:37,Accidental,Adverso,Condiciones Climáticas Adversas.,Banco San Miguel,0 days 01:45:00,6300
1,PCA8,26/10/2020 15:52,26/10/2020 17:37,Accidental,Adverso,Condiciones Climáticas Adversas.,Tablada Nueva,0 days 01:45:00,6300
2,PCA8,26/10/2020 15:52,26/10/2020 17:37,Accidental,Adverso,Condiciones Climáticas Adversas.,Jara,0 days 01:45:00,6300
0,PSA11,1/10/2020 11:40,1/10/2020 14:43,Accidental,Adverso,Condiciones Climáticas Adversas.,Bañado Tacumbu,0 days 03:03:00,10980
1,PSA11,1/10/2020 11:40,1/10/2020 14:43,Accidental,Adverso,Condiciones Climáticas Adversas.,Sajonia,0 days 03:03:00,10980
0,PSA11,11/10/2020 19:43,11/10/2020 19:52,Accidental,Normal,"Abierto interruptor para aislar avería. Línea MT sueltaF1, Urcisino Velazco y Martín Fierro.",Bañado Tacumbu,0 days 00:09:00,540
1,PSA11,11/10/2020 19:43,11/10/2020 19:52,Accidental,Normal,"Abierto interruptor para aislar avería. Línea MT sueltaF1, Urcisino Velazco y Martín Fierro.",Sajonia,0 days 00:09:00,540
0,PSA11,11/10/2020 21:35,11/10/2020 21:38,Accidental,Normal,Al efectuar maniobras en el Seccionador 50698.,Bañado Tacumbu,0 days 00:03:00,180
1,PSA11,11/10/2020 21:35,11/10/2020 21:38,Accidental,Normal,Al efectuar maniobras en el Seccionador 50698.,Sajonia,0 days 00:03:00,180
0,PSA11,13/10/2020 08:20,13/10/2020 08:37,Accidental,Normal,No establecido.,Bañado Tacumbu,0 days 00:17:00,1020
1,PSA11,13/10/2020 08:20,13/10/2020 08:37,Accidental,Normal,No establecido.,Sajonia,0 days 00:17:00,1020
0,PSA11,13/10/2020 17:36,13/10/2020 17:48,Accidental,Normal,Aislador averiado. Cnel. Lirio y Bozzano.,Bañado Tacumbu,0 days 00:12:00,720
1,PSA11,13/10/2020 17:36,13/10/2020 17:48,Accidental,Normal,Aislador averiado. Cnel. Lirio y Bozzano.,Sajonia,0 days 00:12:00,720
0,PSA11,14/10/2020 16:08,14/10/2020 16:28,Accidental,Adverso,Vientos fuertes.,Bañado Tacumbu,0 days 00:20:00,1200
1,PSA11,14/10/2020 16:08,14/10/2020 16:28,Accidental,Adverso,Vientos fuertes.,Sajonia,0 days 00:20:00,1200
0,PSA11,21/10/2020 08:06,21/10/2020 19:02,Programado,Normal,PEDIDO DE CORTE DO/ACO/1502/2020.,Bañado Tacumbu,0 days 10:56:00,39360
1,PSA11,21/10/2020 08:06,21/10/2020 19:02,Programado,Normal,PEDIDO DE CORTE DO/ACO/1502/2020.,Sajonia,0 days 10:56:00,39360
0,PSA11,25/10/2020 07:11,25/10/2020 07:34,Accidental,Normal,No establecido.,Bañado Tacumbu,0 days 00:23:00,1380
1,PSA11,25/10/2020 07:11,25/10/2020 07:34,Accidental,Normal,No establecido.,Sajonia,0 days 00:23:00,1380
0,PSA11,26/10/2020 01:29,26/10/2020 04:21,Accidental,Adverso,Condiciones Climáticas Adversas.,Bañado Tacumbu,0 days 02:52:00,10320
1,PSA11,26/10/2020 01:29,26/10/2020 04:21,Accidental,Adverso,Condiciones Climáticas Adversas.,Sajonia,0 days 02:52:00,10320
0,PSA11,26/10/2020 22:17,26/10/2020 22:20,Accidental,Adverso,Línea MT en contacto con brazo de AP.Transformador averiado Velazco y Martín Fierro.,Bañado Tacumbu,0 days 00:03:00,180
1,PSA11,26/10/2020 22:17,26/10/2020 22:20,Accidental,Adverso,Línea MT en contacto con brazo de AP.Transformador averiado Velazco y Martín Fierro.,Sajonia,0 days 00:03:00,180
0,PSA11,26/10/2020 22:50,26/10/2020 22:52,Accidental,Adverso,Al efectuar maniobras.,Bañado Tacumbu,0 days 00:02:00,120
1,PSA11,26/10/2020 22:50,26/10/2020 22:52,Accidental,Adverso,Al efectuar maniobras.,Sajonia,0 days 00:02:00,120
0,PSA12,26/10/2020 01:31,26/10/2020 02:58,Accidental,Adverso,Condiciones Climáticas Adversas.,Carlos A. López,0 days 01:27:00,5220
0,PSA12,26/10/2020 23:41,26/10/2020 23:55,Accidental,Adverso,Abierto Interruptor. Puente MT Suelto F1. Cap.Gwynn y Melo de Portugal.,Carlos A. López,0 days 00:14:00,840
0,PSA12,27/10/2020 19:22,27/10/2020 19:48,Accidental,Normal,Abierto Interruptor. Puente MT Suelto. Cap. Gwynn yMelo de Portugal.,Carlos A. López,0 days 00:26:00,1560
0,PSA3,23/10/2020 12:05,23/10/2020 12:13,Accidental,Normal,"Abierto Interruptor, para efectuar puenteo de SFaveriado. Cnel. Martínez y Alejo Garcia.",San Antonio,0 days 00:08:00,480
1,PSA3,23/10/2020 12:05,23/10/2020 12:13,Accidental,Normal,"Abierto Interruptor, para efectuar puenteo de SFaveriado. Cnel. Martínez y Alejo Garcia.",Dr. Gaspar Rodríguez de Francia,0 days 00:08:00,480
0,PSA3,26/10/2020 02:07,26/10/2020 03:00,Accidental,Adverso,Condiciones Climáticas Adversas.,San Antonio,0 days 00:53:00,3180
1,PSA3,26/10/2020 02:07,26/10/2020 03:00,Accidental,Adverso,Condiciones Climáticas Adversas.,Dr. Gaspar Rodríguez de Francia,0 days 00:53:00,3180
0,PSA3,26/10/2020 02:07,26/10/2020 03:00,Accidental,Adverso,Condiciones Climáticas Adversas.,San Antonio,0 days 00:53:00,3180
1,PSA3,26/10/2020 02:07,26/10/2020 03:00,Accidental,Adverso,Condiciones Climáticas Adversas.,Dr. Gaspar Rodríguez de Francia,0 days 00:53:00,3180
0,PSA4,11/10/2020 23:09,11/10/2020 23:14,Accidental,Normal,Al reponer seccionador fusible. PE Hospital delQuemado (Ex Clínicas).,San Antonio,0 days 00:05:00,300
1,PSA4,11/10/2020 23:09,11/10/2020 23:14,Accidental,Normal,Al reponer seccionador fusible. PE Hospital delQuemado (Ex Clínicas).,Dr. Gaspar Rodríguez de Francia,0 days 00:05:00,300
0,PSA4,14/10/2020 19:39,14/10/2020 20:21,Accidental,Adverso,Vientos fuertes.,San Antonio,0 days 00:42:00,2520
1,PSA4,14/10/2020 19:39,14/10/2020 20:21,Accidental,Adverso,Vientos fuertes.,Dr. Gaspar Rodríguez de Francia,0 days 00:42:00,2520
0,PSA4,14/10/2020 19:39,14/10/2020 20:37,Accidental,Adverso,Vientos fuertes.,Ita Pyta Punta,0 days 00:58:00,3480
0,PSA4,26/10/2020 01:31,26/10/2020 02:57,Accidental,Adverso,Condiciones Climáticas Adversas.,Ita Pyta Punta,0 days 01:26:00,5160
0,PSA4,26/10/2020 03:08,26/10/2020 10:32,Accidental,Adverso,Condiciones Climáticas Adversas.,Ita Pyta Punta,0 days 07:24:00,26640
0,PSA4,26/10/2020 11:54,26/10/2020 11:56,Accidental,Adverso,Tramo averiado CE-54 a PE CAJA MUNICIPAL.Desperfecto interno PE VENDOME. GALERIAGUARANI.,Ita Pyta Punta,0 days 00:02:00,120
0,PSA5,26/10/2020 01:36,26/10/2020 02:59,Accidental,Adverso,Condiciones Climáticas Adversas.,La Encarnación,0 days 01:23:00,4980
1,PSA5,26/10/2020 01:36,26/10/2020 02:59,Accidental,Adverso,Condiciones Climáticas Adversas.,San Antonio,0 days 01:23:00,4980
2,PSA5,26/10/2020 01:36,26/10/2020 02:59,Accidental,Adverso,Condiciones Climáticas Adversas.,Ita Pyta Punta,0 days 01:23:00,4980
3,PSA5,26/10/2020 01:36,26/10/2020 02:59,Accidental,Adverso,Condiciones Climáticas Adversas.,Dr. Gaspar Rodríguez de Francia,0 days 01:23:00,4980
0,PSA5,26/10/2020 10:54,26/10/2020 11:15,Accidental,Adverso,Abierto Interruptor. Puente MT Suelto F1. SalidaSubterránea. Trasferencia sobre PSA8.,La Encarnación,0 days 00:21:00,1260
1,PSA5,26/10/2020 10:54,26/10/2020 11:15,Accidental,Adverso,Abierto Interruptor. Puente MT Suelto F1. SalidaSubterránea. Trasferencia sobre PSA8.,San Antonio,0 days 00:21:00,1260
2,PSA5,26/10/2020 10:54,26/10/2020 11:15,Accidental,Adverso,Abierto Interruptor. Puente MT Suelto F1. SalidaSubterránea. Trasferencia sobre PSA8.,Ita Pyta Punta,0 days 00:21:00,1260
3,PSA5,26/10/2020 10:54,26/10/2020 11:15,Accidental,Adverso,Abierto Interruptor. Puente MT Suelto F1. SalidaSubterránea. Trasferencia sobre PSA8.,Dr. Gaspar Rodríguez de Francia,0 days 00:21:00,1260
0,PSA6,11/10/2020 23:09,11/10/2020 23:14,Accidental,Normal,Al reponer seccionador fusible. PE Hospital delQuemado (Ex Clínicas).,San Antonio,0 days 00:05:00,300
1,PSA6,11/10/2020 23:09,11/10/2020 23:14,Accidental,Normal,Al reponer seccionador fusible. PE Hospital delQuemado (Ex Clínicas).,Ita Pyta Punta,0 days 00:05:00,300
2,PSA6,11/10/2020 23:09,11/10/2020 23:14,Accidental,Normal,Al reponer seccionador fusible. PE Hospital delQuemado (Ex Clínicas).,Dr. Gaspar Rodríguez de Francia,0 days 00:05:00,300
0,PSA7,12/10/2020 18:05,12/10/2020 18:42,Accidental,Normal,"Ramas sobre línea MT, en Carlos Gomez y Tte.Colmán.",Bañado Tacumbu,0 days 00:37:00,2220
1,PSA7,12/10/2020 18:05,12/10/2020 18:42,Accidental,Normal,"Ramas sobre línea MT, en Carlos Gomez y Tte.Colmán.",Carlos A. López,0 days 00:37:00,2220
0,PSA7,17/10/2020 15:22,17/10/2020 16:27,Accidental,Normal,No establecido.,Bañado Tacumbu,0 days 01:05:00,3900
1,PSA7,17/10/2020 15:22,17/10/2020 16:27,Accidental,Normal,No establecido.,Carlos A. López,0 days 01:05:00,3900
0,PSA7,17/10/2020 20:08,17/10/2020 20:12,Programado,Normal,"Abierto Interruptor, para efectuar maniobras.",Bañado Tacumbu,0 days 00:04:00,240
1,PSA7,17/10/2020 20:08,17/10/2020 20:12,Programado,Normal,"Abierto Interruptor, para efectuar maniobras.",Carlos A. López,0 days 00:04:00,240
0,PSA7,28/10/2020 23:37,28/10/2020 23:40,Accidental,Normal,Al efectuar maniobras. Puente MT Suelto. Vda. delas Llanas. Desperfecto interno Estadio Defensoresdel Chaco.,Bañado Tacumbu,0 days 00:03:00,180
1,PSA7,28/10/2020 23:37,28/10/2020 23:40,Accidental,Normal,Al efectuar maniobras. Puente MT Suelto. Vda. delas Llanas. Desperfecto interno Estadio Defensoresdel Chaco.,Carlos A. López,0 days 00:03:00,180
0,PSA7,30/10/2020 09:17,30/10/2020 09:21,Accidental,Normal,Cruceta MT rota. Decoud y Lerida.,Bañado Tacumbu,0 days 00:04:00,240
1,PSA7,30/10/2020 09:17,30/10/2020 09:21,Accidental,Normal,Cruceta MT rota. Decoud y Lerida.,Carlos A. López,0 days 00:04:00,240
0,PSA7,30/10/2020 09:54,30/10/2020 10:07,Accidental,Normal,Abierto Interruptor. Para efectuar reparación. SFaveriado.,Bañado Tacumbu,0 days 00:13:00,780
1,PSA7,30/10/2020 09:54,30/10/2020 10:07,Accidental,Normal,Abierto Interruptor. Para efectuar reparación. SFaveriado.,Carlos A. López,0 days 00:13:00,780
0,PSA8,26/10/2020 01:47,26/10/2020 03:00,Accidental,Adverso,Condiciones Climáticas Adversas.,San Antonio,0 days 01:13:00,4380
0,PSA9,26/10/2020 01:43,26/10/2020 02:59,Accidental,Adverso,Condiciones Climáticas Adversas.,Carlos A. López,0 days 01:16:00,4560
0,PSA9,28/10/2020 14:10,28/10/2020 14:48,Accidental,Normal,Puente MT Suelto en el Seccionador N° 52689.,Carlos A. López,0 days 00:38:00,2280
0,PSA9,28/10/2020 15:46,28/10/2020 15:51,Accidental,Normal,Abierto Interruptor. Puente MT Suelto.,Carlos A. López,0 days 00:05:00,300
0,REP1,14/10/2020 21:33,14/10/2020 21:35,Accidental,Adverso,"Abierto Interruptor, para efectuar reparación. SFaveriado. Japón y 37 Proyectadas.",Dr. Roberto L. Petit,0 days 00:02:00,120
0,REP2,14/10/2020 14:30,14/10/2020 16:06,Accidental,Adverso,Vientos fuertes.,Republicano,0 days 01:36:00,5760
1,REP2,14/10/2020 14:30,14/10/2020 16:06,Accidental,Adverso,Vientos fuertes.,Santa Librada,0 days 01:36:00,5760
0,REP2,26/10/2020 01:31,26/10/2020 08:52,Accidental,Adverso,Cruceta MT rota. Ciudad de Chivas y Pizarro. FusibleOperado. Fariña Sánchez y Villalón.,Republicano,0 days 07:21:00,26460
1,REP2,26/10/2020 01:31,26/10/2020 08:52,Accidental,Adverso,Cruceta MT rota. Ciudad de Chivas y Pizarro. FusibleOperado. Fariña Sánchez y Villalón.,Santa Librada,0 days 07:21:00,26460
0,REP3,1/10/2020 11:08,1/10/2020 17:33,Accidental,Adverso,Condiciones climáticas adversas.,San Pablo,0 days 06:25:00,23100
1,REP3,1/10/2020 11:08,1/10/2020 17:33,Accidental,Adverso,Condiciones climáticas adversas.,Obrero,0 days 06:25:00,23100
2,REP3,1/10/2020 11:08,1/10/2020 17:33,Accidental,Adverso,Condiciones climáticas adversas.,San Vicente,0 days 06:25:00,23100
3,REP3,1/10/2020 11:08,1/10/2020 17:33,Accidental,Adverso,Condiciones climáticas adversas.,Republicano,0 days 06:25:00,23100
4,REP3,1/10/2020 11:08,1/10/2020 17:33,Accidental,Adverso,Condiciones climáticas adversas.,Santa Ana,0 days 06:25:00,23100
5,REP3,1/10/2020 11:08,1/10/2020 17:33,Accidental,Adverso,Condiciones climáticas adversas.,Jukyty,0 days 06:25:00,23100
6,REP3,1/10/2020 11:08,1/10/2020 17:33,Accidental,Adverso,Condiciones climáticas adversas.,Santa Librada,0 days 06:25:00,23100
7,REP3,1/10/2020 11:08,1/10/2020 17:33,Accidental,Adverso,Condiciones climáticas adversas.,Pirizal,0 days 06:25:00,23100
0,REP3,1/10/2020 18:03,1/10/2020 18:06,Accidental,Adverso,Al efectuar maniobra. Seccionador N° 53044.,San Pablo,0 days 00:03:00,180
1,REP3,1/10/2020 18:03,1/10/2020 18:06,Accidental,Adverso,Al efectuar maniobra. Seccionador N° 53044.,Obrero,0 days 00:03:00,180
2,REP3,1/10/2020 18:03,1/10/2020 18:06,Accidental,Adverso,Al efectuar maniobra. Seccionador N° 53044.,San Vicente,0 days 00:03:00,180
3,REP3,1/10/2020 18:03,1/10/2020 18:06,Accidental,Adverso,Al efectuar maniobra. Seccionador N° 53044.,Republicano,0 days 00:03:00,180
4,REP3,1/10/2020 18:03,1/10/2020 18:06,Accidental,Adverso,Al efectuar maniobra. Seccionador N° 53044.,Santa Ana,0 days 00:03:00,180
5,REP3,1/10/2020 18:03,1/10/2020 18:06,Accidental,Adverso,Al efectuar maniobra. Seccionador N° 53044.,Jukyty,0 days 00:03:00,180
6,REP3,1/10/2020 18:03,1/10/2020 18:06,Accidental,Adverso,Al efectuar maniobra. Seccionador N° 53044.,Santa Librada,0 days 00:03:00,180
7,REP3,1/10/2020 18:03,1/10/2020 18:06,Accidental,Adverso,Al efectuar maniobra. Seccionador N° 53044.,Pirizal,0 days 00:03:00,180
0,REP3,1/10/2020 18:51,1/10/2020 18:54,Accidental,Adverso,Al efectuar maniobra.,San Pablo,0 days 00:03:00,180
1,REP3,1/10/2020 18:51,1/10/2020 18:54,Accidental,Adverso,Al efectuar maniobra.,Obrero,0 days 00:03:00,180
2,REP3,1/10/2020 18:51,1/10/2020 18:54,Accidental,Adverso,Al efectuar maniobra.,San Vicente,0 days 00:03:00,180
3,REP3,1/10/2020 18:51,1/10/2020 18:54,Accidental,Adverso,Al efectuar maniobra.,Republicano,0 days 00:03:00,180
4,REP3,1/10/2020 18:51,1/10/2020 18:54,Accidental,Adverso,Al efectuar maniobra.,Santa Ana,0 days 00:03:00,180
5,REP3,1/10/2020 18:51,1/10/2020 18:54,Accidental,Adverso,Al efectuar maniobra.,Jukyty,0 days 00:03:00,180
6,REP3,1/10/2020 18:51,1/10/2020 18:54,Accidental,Adverso,Al efectuar maniobra.,Santa Librada,0 days 00:03:00,180
