,PRIMARIO,FUERA DE SERVICIO,REPOSICION,TIPO DE EVENTO,ESTADO DEL CLIMA,OBSERVACION,BARRIO,DURACION,DURACION SEGS
0,FDM2,14/10/2020 20:29,14/10/2020 20:31,Accidental,Adverso,Cruceta MT rota. Maskoi y Chamacoco.,San Pablo,0 days 00:02:00,120
0,FDM3,26/10/2020 02:12,26/10/2020 03:20,Accidental,Adverso,Condiciones Climáticas Adversas.,San Pablo,0 days 01:08:00,4080
0,GDI1,16/10/2020 09:35,16/10/2020 10:06,Accidental,Normal,Pájaro sobre Línea MT. EEUU y 2da.,Gral. J. E Diaz,0 days 00:31:00,1860
1,GDI1,16/10/2020 09:35,16/10/2020 10:06,Accidental,Normal,Pájaro sobre Línea MT. EEUU y 2da.,Obrero,0 days 00:31:00,1860
0,GDI2,18/10/2020 12:55,18/10/2020 13:46,Accidental,Normal,Tramo subterráneo averiado. SM217-SM274.,Gral. J. E Diaz,0 days 00:51:00,3060
1,GDI2,18/10/2020 12:55,18/10/2020 13:46,Accidental,Normal,Tramo subterráneo averiado. SM217-SM274.,Obrero,0 days 00:51:00,3060
0,GDI2,26/10/2020 01:46,26/10/2020 05:08,Accidental,Adverso,Condiciones Climáticas Adversas.,Gral. J. E Diaz,0 days 03:22:00,12120
1,GDI2,26/10/2020 01:46,26/10/2020 05:08,Accidental,Adverso,Condiciones Climáticas Adversas.,Obrero,0 days 03:22:00,12120
0,GDI2,26/10/2020 07:15,26/10/2020 07:33,Accidental,Adverso,Condiciones Climáticas Adversas.,Gral. J. E Diaz,0 days 00:18:00,1080
1,GDI2,26/10/2020 07:15,26/10/2020 07:33,Accidental,Adverso,Condiciones Climáticas Adversas.,Obrero,0 days 00:18:00,1080
0,GDI2,26/10/2020 12:15,26/10/2020 12:50,Accidental,Adverso,Tramo subterráneo averiado. PD PS160 (50730 al50732).,Gral. J. E Diaz,0 days 00:35:00,2100
1,GDI2,26/10/2020 12:15,26/10/2020 12:50,Accidental,Adverso,Tramo subterráneo averiado. PD PS160 (50730 al50732).,Obrero,0 days 00:35:00,2100
0,GDI3,26/10/2020 01:46,26/10/2020 03:17,Accidental,Adverso,Condiciones Climáticas Adversas.,Gral. J. E Diaz,0 days 01:31:00,5460
0,GDI3,26/10/2020 21:07,26/10/2020 21:25,Accidental,Normal,Abierto interruptor para normalizar derivación.Colón yBerlín.,Gral. J. E Diaz,0 days 00:18:00,1080
0,GDI4,14/10/2020 19:36,14/10/2020 20:58,Accidental,Adverso,Vientos fuertes.,Obrero,0 days 01:22:00,4920
1,GDI4,14/10/2020 19:36,14/10/2020 20:58,Accidental,Adverso,Vientos fuertes.,Dr. Roberto L. Petit,0 days 01:22:00,4920
2,GDI4,14/10/2020 19:36,14/10/2020 20:58,Accidental,Adverso,Vientos fuertes.,Bañado Tacumbu,0 days 01:22:00,4920
0,GDI4,27/10/2020 20:51,27/10/2020 20:57,Accidental,Normal,Abierto Interruptor. SF averiado. Tacuary y 32Proyectadas.,Obrero,0 days 00:06:00,360
1,GDI4,27/10/2020 20:51,27/10/2020 20:57,Accidental,Normal,Abierto Interruptor. SF averiado. Tacuary y 32Proyectadas.,Dr. Roberto L. Petit,0 days 00:06:00,360
2,GDI4,27/10/2020 20:51,27/10/2020 20:57,Accidental,Normal,Abierto Interruptor. SF averiado. Tacuary y 32Proyectadas.,Bañado Tacumbu,0 days 00:06:00,360
0,LAM15,10/10/2020 10:46,10/10/2020 11:35,Accidental,Normal,Brazo de AP en contacto con línea MT. Corpus Cristiy Natividad.,Itá Enramada,0 days 00:49:00,2940
0,LAM22,1/10/2020 10:58,1/10/2020 12:32,Accidental,Adverso,Condiciones Climáticas Adversas.,Hipódromo,0 days 01:34:00,5640
1,LAM22,1/10/2020 10:58,1/10/2020 12:32,Accidental,Adverso,Condiciones Climáticas Adversas.,Terminal,0 days 01:34:00,5640
0,LAM22,11/10/2020 16:12,11/10/2020 16:41,Accidental,Normal,Choque por sostén MT. Avda. Fernando de la Mora yParaíso.,Hipódromo,0 days 00:29:00,1740
1,LAM22,11/10/2020 16:12,11/10/2020 16:41,Accidental,Normal,Choque por sostén MT. Avda. Fernando de la Mora yParaíso.,Terminal,0 days 00:29:00,1740
0,LAM22,14/10/2020 09:04,14/10/2020 09:43,Accidental,Normal,"Transformador averiado, SF averiado. CristobalColón c/ Rca. Argentina.",Hipódromo,0 days 00:39:00,2340
1,LAM22,14/10/2020 09:04,14/10/2020 09:43,Accidental,Normal,"Transformador averiado, SF averiado. CristobalColón c/ Rca. Argentina.",Terminal,0 days 00:39:00,2340
0,LAM22,20/10/2020 12:34,20/10/2020 13:04,Accidental,Normal,No establecido.,Hipódromo,0 days 00:30:00,1800
1,LAM22,20/10/2020 12:34,20/10/2020 13:04,Accidental,Normal,No establecido.,Terminal,0 days 00:30:00,1800
0,LAM22,20/10/2020 13:08,20/10/2020 13:49,Accidental,Normal,No establecido.,Hipódromo,0 days 00:41:00,2460
1,LAM22,20/10/2020 13:08,20/10/2020 13:49,Accidental,Normal,No establecido.,Terminal,0 days 00:41:00,2460
0,LAM23,15/10/2020 00:15,15/10/2020 00:42,Accidental,Adverso,Vientos fuertes.,Mburicao,0 days 00:27:00,1620
0,LAM23,23/10/2020 06:08,23/10/2020 06:58,Accidental,Normal,No establecido.,Mburicao,0 days 00:50:00,3000
0,LAM23,23/10/2020 23:07,23/10/2020 23:50,Accidental,Normal,"Cruceta MT rota, SF averiado. PD EXCLUSIVO.Pariri y Avda. Fernando de la Mora.",Mburicao,0 days 00:43:00,2580
0,LAM23,26/10/2020 01:41,26/10/2020 03:41,Accidental,Adverso,Condiciones Climáticas Adversas.,Mburicao,0 days 02:00:00,7200
0,LAM28,1/10/2020 11:36,1/10/2020 12:45,Accidental,Adverso,Condiciones Climáticas Adversas.,Vista Alegre,0 days 01:09:00,4140
1,LAM28,1/10/2020 11:36,1/10/2020 12:45,Accidental,Adverso,Condiciones Climáticas Adversas.,Nazareth,0 days 01:09:00,4140
0,LAM3,15/10/2020 01:10,15/10/2020 02:26,Accidental,Adverso,Vientos fuertes.,Vista Alegre,0 days 01:16:00,4560
0,LAM3,26/10/2020 01:42,26/10/2020 03:42,Accidental,Adverso,Condiciones Climáticas Adversas.,Vista Alegre,0 days 02:00:00,7200
0,LAM30,6/10/2020 05:42,6/10/2020 06:32,Accidental,Normal,Ave en contacto con línea MT. Altos y Fuerte Olimpo.,Itá Enramada,0 days 00:50:00,3000
0,LAM30,26/10/2020 01:36,26/10/2020 03:39,Accidental,Adverso,Condiciones Climáticas Adversas.,Itá Enramada,0 days 02:03:00,7380
0,LAM5,4/10/2020 09:45,4/10/2020 10:13,Accidental,Normal,Fusible operado. Lado Cerro Guy.,Santa Ana,0 days 00:28:00,1680
1,LAM5,4/10/2020 09:45,4/10/2020 10:13,Accidental,Normal,Fusible operado. Lado Cerro Guy.,Itá Enramada,0 days 00:28:00,1680
2,LAM5,4/10/2020 09:45,4/10/2020 10:13,Accidental,Normal,Fusible operado. Lado Cerro Guy.,Jukyty,0 days 00:28:00,1680
3,LAM5,4/10/2020 09:45,4/10/2020 10:13,Accidental,Normal,Fusible operado. Lado Cerro Guy.,Santa Librada,0 days 00:28:00,1680
4,LAM5,4/10/2020 09:45,4/10/2020 10:13,Accidental,Normal,Fusible operado. Lado Cerro Guy.,San Cayetano,0 days 00:28:00,1680
5,LAM5,4/10/2020 09:45,4/10/2020 10:13,Accidental,Normal,Fusible operado. Lado Cerro Guy.,Pirizal,0 days 00:28:00,1680
0,LAM5,13/10/2020 16:09,13/10/2020 16:45,Accidental,Normal,"Abierto Interruptor, para efectuar reparación dePuente MT Suelto en la RTU 51641. Felicidad eItaipu.",Santa Ana,0 days 00:36:00,2160
1,LAM5,13/10/2020 16:09,13/10/2020 16:45,Accidental,Normal,"Abierto Interruptor, para efectuar reparación dePuente MT Suelto en la RTU 51641. Felicidad eItaipu.",Itá Enramada,0 days 00:36:00,2160
2,LAM5,13/10/2020 16:09,13/10/2020 16:45,Accidental,Normal,"Abierto Interruptor, para efectuar reparación dePuente MT Suelto en la RTU 51641. Felicidad eItaipu.",Jukyty,0 days 00:36:00,2160
3,LAM5,13/10/2020 16:09,13/10/2020 16:45,Accidental,Normal,"Abierto Interruptor, para efectuar reparación dePuente MT Suelto en la RTU 51641. Felicidad eItaipu.",Santa Librada,0 days 00:36:00,2160
4,LAM5,13/10/2020 16:09,13/10/2020 16:45,Accidental,Normal,"Abierto Interruptor, para efectuar reparación dePuente MT Suelto en la RTU 51641. Felicidad eItaipu.",San Cayetano,0 days 00:36:00,2160
5,LAM5,13/10/2020 16:09,13/10/2020 16:45,Accidental,Normal,"Abierto Interruptor, para efectuar reparación dePuente MT Suelto en la RTU 51641. Felicidad eItaipu.",Pirizal,0 days 00:36:00,2160
0,LAM5,26/10/2020 01:41,26/10/2020 03:42,Accidental,Adverso,Condiciones Climáticas Adversas.,Santa Ana,0 days 02:01:00,7260
1,LAM5,26/10/2020 01:41,26/10/2020 03:42,Accidental,Adverso,Condiciones Climáticas Adversas.,Itá Enramada,0 days 02:01:00,7260
2,LAM5,26/10/2020 01:41,26/10/2020 03:42,Accidental,Adverso,Condiciones Climáticas Adversas.,Jukyty,0 days 02:01:00,7260
3,LAM5,26/10/2020 01:41,26/10/2020 03:42,Accidental,Adverso,Condiciones Climáticas Adversas.,Santa Librada,0 days 02:01:00,7260
4,LAM5,26/10/2020 01:41,26/10/2020 03:42,Accidental,Adverso,Condiciones Climáticas Adversas.,San Cayetano,0 days 02:01:00,7260
5,LAM5,26/10/2020 01:41,26/10/2020 03:42,Accidental,Adverso,Condiciones Climáticas Adversas.,Pirizal,0 days 02:01:00,7260
0,LAM7,21/10/2020 03:02,21/10/2020 03:42,Accidental,Normal,No establecido.,Vista Alegre,0 days 00:40:00,2400
1,LAM7,21/10/2020 03:02,21/10/2020 03:42,Accidental,Normal,No establecido.,Pinoza,0 days 00:40:00,2400
0,LAM7,26/10/2020 01:33,26/10/2020 03:39,Accidental,Adverso,Condiciones Climáticas Adversas.,Vista Alegre,0 days 02:06:00,7560
1,LAM7,26/10/2020 01:33,26/10/2020 03:39,Accidental,Adverso,Condiciones Climáticas Adversas.,Pinoza,0 days 02:06:00,7560
0,MBU1,13/10/2020 10:49,13/10/2020 11:41,Accidental,Normal,Desperfecto Interno. Tregnatti y Campo Cervera.,Las Carmelitas,0 days 00:52:00,3120
1,MBU1,13/10/2020 10:49,13/10/2020 11:41,Accidental,Normal,Desperfecto Interno. Tregnatti y Campo Cervera.,Madame Lynch,0 days 00:52:00,3120
2,MBU1,13/10/2020 10:49,13/10/2020 11:41,Accidental,Normal,Desperfecto Interno. Tregnatti y Campo Cervera.,Manorá,0 days 00:52:00,3120
0,MBU2,1/10/2020 11:45,1/10/2020 13:14,Accidental,Adverso,Condiciones Climáticas Adversas.,Madame Lynch,0 days 01:29:00,5340
1,MBU2,1/10/2020 11:45,1/10/2020 13:14,Accidental,Adverso,Condiciones Climáticas Adversas.,Mburucuyá,0 days 01:29:00,5340
0,MBU2,13/10/2020 10:49,13/10/2020 12:49,Accidental,Normal,Desperfecto Interno. Tregnatti y Campo Cervera.,Madame Lynch,0 days 02:00:00,7200
1,MBU2,13/10/2020 10:49,13/10/2020 12:49,Accidental,Normal,Desperfecto Interno. Tregnatti y Campo Cervera.,Mburucuyá,0 days 02:00:00,7200
0,MBU3,13/10/2020 10:49,13/10/2020 12:49,Accidental,Normal,Desperfecto Interno. Tregnatti y Campo Cervera.,Las Carmelitas,0 days 02:00:00,7200
1,MBU3,13/10/2020 10:49,13/10/2020 12:49,Accidental,Normal,Desperfecto Interno. Tregnatti y Campo Cervera.,Madame Lynch,0 days 02:00:00,7200
2,MBU3,13/10/2020 10:49,13/10/2020 12:49,Accidental,Normal,Desperfecto Interno. Tregnatti y Campo Cervera.,Mburucuyá,0 days 02:00:00,7200
0,MBU4,1/10/2020 11:45,1/10/2020 13:15,Accidental,Adverso,Condiciones Climáticas Adversas.,Las Carmelitas,0 days 01:30:00,5400
1,MBU4,1/10/2020 11:45,1/10/2020 13:15,Accidental,Adverso,Condiciones Climáticas Adversas.,Madame Lynch,0 days 01:30:00,5400
2,MBU4,1/10/2020 11:45,1/10/2020 13:15,Accidental,Adverso,Condiciones Climáticas Adversas.,Mburucuyá,0 days 01:30:00,5400
0,MBU4,2/10/2020 06:48,1/10/2020 12:43,Accidental,Normal,Línea MT en contacto con sostén intermedio. EnJuez Pino entre Escobar y Avda. Ñi Guazu.Condiciones climáticas adversas.,Las Carmelitas,-1 days +05:55:00,21300
1,MBU4,2/10/2020 06:48,1/10/2020 12:43,Accidental,Normal,Línea MT en contacto con sostén intermedio. EnJuez Pino entre Escobar y Avda. Ñi Guazu.Condiciones climáticas adversas.,Madame Lynch,-1 days +05:55:00,21300
2,MBU4,2/10/2020 06:48,1/10/2020 12:43,Accidental,Normal,Línea MT en contacto con sostén intermedio. EnJuez Pino entre Escobar y Avda. Ñi Guazu.Condiciones climáticas adversas.,Mburucuyá,-1 days +05:55:00,21300
0,MBU4,14/10/2020 13:24,14/10/2020 13:55,Accidental,Adverso,Vientos fuertes.,Las Carmelitas,0 days 00:31:00,1860
1,MBU4,14/10/2020 13:24,14/10/2020 13:55,Accidental,Adverso,Vientos fuertes.,Madame Lynch,0 days 00:31:00,1860
2,MBU4,14/10/2020 13:24,14/10/2020 13:55,Accidental,Adverso,Vientos fuertes.,Mburucuyá,0 days 00:31:00,1860
0,MBU4,14/10/2020 13:59,14/10/2020 15:15,Accidental,Adverso,Vientos Fuertes.,Las Carmelitas,0 days 01:16:00,4560
1,MBU4,14/10/2020 13:59,14/10/2020 15:15,Accidental,Adverso,Vientos Fuertes.,Madame Lynch,0 days 01:16:00,4560
2,MBU4,14/10/2020 13:59,14/10/2020 15:15,Accidental,Adverso,Vientos Fuertes.,Mburucuyá,0 days 01:16:00,4560
0,MBU4,14/10/2020 19:31,14/10/2020 20:16,Accidental,Adverso,Vientos fuertes.,Las Carmelitas,0 days 00:45:00,2700
1,MBU4,14/10/2020 19:31,14/10/2020 20:16,Accidental,Adverso,Vientos fuertes.,Madame Lynch,0 days 00:45:00,2700
2,MBU4,14/10/2020 19:31,14/10/2020 20:16,Accidental,Adverso,Vientos fuertes.,Mburucuyá,0 days 00:45:00,2700
0,MBU4,26/10/2020 02:28,26/10/2020 03:22,Accidental,Adverso,Condiciones Climáticas Adversas.,Las Carmelitas,0 days 00:54:00,3240
1,MBU4,26/10/2020 02:28,26/10/2020 03:22,Accidental,Adverso,Condiciones Climáticas Adversas.,Madame Lynch,0 days 00:54:00,3240
2,MBU4,26/10/2020 02:28,26/10/2020 03:22,Accidental,Adverso,Condiciones Climáticas Adversas.,Mburucuyá,0 days 00:54:00,3240
0,MBU4,26/10/2020 03:31,26/10/2020 05:26,Accidental,Adverso,Condiciones Climáticas Adversas.,Las Carmelitas,0 days 01:55:00,6900
1,MBU4,26/10/2020 03:31,26/10/2020 05:26,Accidental,Adverso,Condiciones Climáticas Adversas.,Madame Lynch,0 days 01:55:00,6900
2,MBU4,26/10/2020 03:31,26/10/2020 05:26,Accidental,Adverso,Condiciones Climáticas Adversas.,Mburucuyá,0 days 01:55:00,6900
0,MRA1,1/10/2020 11:22,1/10/2020 14:10,Accidental,Adverso,Condiciones Climáticas Adversas.,Loma Pyta,0 days 02:48:00,10080
1,MRA1,1/10/2020 11:22,1/10/2020 14:10,Accidental,Adverso,Condiciones Climáticas Adversas.,Zeballos Cué,0 days 02:48:00,10080
2,MRA1,1/10/2020 11:22,1/10/2020 14:10,Accidental,Adverso,Condiciones Climáticas Adversas.,San Blas,0 days 02:48:00,10080
0,MRA1,8/10/2020 18:06,8/10/2020 18:48,Accidental,Normal,No establecido.,Loma Pyta,0 days 00:42:00,2520
1,MRA1,8/10/2020 18:06,8/10/2020 18:48,Accidental,Normal,No establecido.,Zeballos Cué,0 days 00:42:00,2520
2,MRA1,8/10/2020 18:06,8/10/2020 18:48,Accidental,Normal,No establecido.,San Blas,0 days 00:42:00,2520
0,MRA1,12/10/2020 17:27,12/10/2020 18:12,Accidental,Normal,No establecido.,Loma Pyta,0 days 00:45:00,2700
1,MRA1,12/10/2020 17:27,12/10/2020 18:12,Accidental,Normal,No establecido.,Zeballos Cué,0 days 00:45:00,2700
2,MRA1,12/10/2020 17:27,12/10/2020 18:12,Accidental,Normal,No establecido.,San Blas,0 days 00:45:00,2700
0,MRA1,26/10/2020 01:43,26/10/2020 11:52,Accidental,Adverso,Condiciones Climáticas Adversas.,Loma Pyta,0 days 10:09:00,36540
1,MRA1,26/10/2020 01:43,26/10/2020 11:52,Accidental,Adverso,Condiciones Climáticas Adversas.,Zeballos Cué,0 days 10:09:00,36540
2,MRA1,26/10/2020 01:43,26/10/2020 11:52,Accidental,Adverso,Condiciones Climáticas Adversas.,San Blas,0 days 10:09:00,36540
0,PBO1,1/10/2020 10:52,1/10/2020 12:40,Accidental,Adverso,Condiciones Climáticas Adversas.,Santa Rosa,0 days 01:48:00,6480
1,PBO1,1/10/2020 10:52,1/10/2020 12:40,Accidental,Adverso,Condiciones Climáticas Adversas.,Virgen de la Asunción,0 days 01:48:00,6480
2,PBO1,1/10/2020 10:52,1/10/2020 12:40,Accidental,Adverso,Condiciones Climáticas Adversas.,Cañada Ybyray,0 days 01:48:00,6480
3,PBO1,1/10/2020 10:52,1/10/2020 12:40,Accidental,Adverso,Condiciones Climáticas Adversas.,Zeballos Cué,0 days 01:48:00,6480
4,PBO1,1/10/2020 10:52,1/10/2020 12:40,Accidental,Adverso,Condiciones Climáticas Adversas.,Bañado Cará Cará,0 days 01:48:00,6480
0,PBO1,1/10/2020 12:48,1/10/2020 14:24,Accidental,Adverso,Seccionador N° 53597 averiado F1.,Santa Rosa,0 days 01:36:00,5760
1,PBO1,1/10/2020 12:48,1/10/2020 14:24,Accidental,Adverso,Seccionador N° 53597 averiado F1.,Virgen de la Asunción,0 days 01:36:00,5760
2,PBO1,1/10/2020 12:48,1/10/2020 14:24,Accidental,Adverso,Seccionador N° 53597 averiado F1.,Cañada Ybyray,0 days 01:36:00,5760
3,PBO1,1/10/2020 12:48,1/10/2020 14:24,Accidental,Adverso,Seccionador N° 53597 averiado F1.,Zeballos Cué,0 days 01:36:00,5760
4,PBO1,1/10/2020 12:48,1/10/2020 14:24,Accidental,Adverso,Seccionador N° 53597 averiado F1.,Bañado Cará Cará,0 days 01:36:00,5760
0,PBO10,1/10/2020 11:53,1/10/2020 13:51,Accidental,Adverso,Condiciones Climáticas Adversas.,Bañado Cará Cará,0 days 01:58:00,7080
1,PBO10,1/10/2020 11:53,1/10/2020 13:51,Accidental,Adverso,Condiciones Climáticas Adversas.,Botánico,0 days 01:58:00,7080
2,PBO10,1/10/2020 11:53,1/10/2020 13:51,Accidental,Adverso,Condiciones Climáticas Adversas.,Santa Rosa,0 days 01:58:00,7080
0,PBO10,23/10/2020 23:03,24/10/2020 00:47,Accidental,Normal,No establecido.,Bañado Cará Cará,0 days 01:44:00,6240
1,PBO10,23/10/2020 23:03,24/10/2020 00:47,Accidental,Normal,No establecido.,Botánico,0 days 01:44:00,6240
2,PBO10,23/10/2020 23:03,24/10/2020 00:47,Accidental,Normal,No establecido.,Santa Rosa,0 days 01:44:00,6240
0,PBO10,24/10/2020 02:48,24/10/2020 02:59,Accidental,Normal,Al efectuar maniobras.,Bañado Cará Cará,0 days 00:11:00,660
1,PBO10,24/10/2020 02:48,24/10/2020 02:59,Accidental,Normal,Al efectuar maniobras.,Botánico,0 days 00:11:00,660
2,PBO10,24/10/2020 02:48,24/10/2020 02:59,Accidental,Normal,Al efectuar maniobras.,Santa Rosa,0 days 00:11:00,660
0,PBO10,25/10/2020 12:16,25/10/2020 12:36,Accidental,Normal,No establecido.,Bañado Cará Cará,0 days 00:20:00,1200
1,PBO10,25/10/2020 12:16,25/10/2020 12:36,Accidental,Normal,No establecido.,Botánico,0 days 00:20:00,1200
2,PBO10,25/10/2020 12:16,25/10/2020 12:36,Accidental,Normal,No establecido.,Santa Rosa,0 days 00:20:00,1200
0,PBO10,25/10/2020 14:12,25/10/2020 15:10,Accidental,Normal,No establecido.,Bañado Cará Cará,0 days 00:58:00,3480
1,PBO10,25/10/2020 14:12,25/10/2020 15:10,Accidental,Normal,No establecido.,Botánico,0 days 00:58:00,3480
2,PBO10,25/10/2020 14:12,25/10/2020 15:10,Accidental,Normal,No establecido.,Santa Rosa,0 days 00:58:00,3480
0,PBO10,25/10/2020 15:30,25/10/2020 15:53,Accidental,Normal,Línea MT Suelta y Cruceta MT rota. PrimerPresidente e/ Viuda de las llanas y 8 de Junio.,Bañado Cará Cará,0 days 00:23:00,1380
1,PBO10,25/10/2020 15:30,25/10/2020 15:53,Accidental,Normal,Línea MT Suelta y Cruceta MT rota. PrimerPresidente e/ Viuda de las llanas y 8 de Junio.,Botánico,0 days 00:23:00,1380
